respondent_id,age_band,children_u16,work_hours_band,wt_final,att_plan_ahead_5,att_spontaneous_5,att_budget_worry_5,att_price_tradeoffs_5,att_time_short_5,att_decision_fatigue_5,att_waste_concern_5,att_waste_difficult_5,att_digital_help_5,need_budget,need_effort,need_waste,meal_plan_days_7d,unplanned_topups_7d,waste_days_7d,over_budget_4w,planning_tool_28d,tool_satisfaction_5,shared_list_use_28d,support_budget,support_quick_meals,support_use_up,support_shared_plan,barrier_setup_time,barrier_rigid,barrier_cost,barrier_privacy,needs_block_status,barriers_block_status
SBT004_000569,1,1,0,0.4,2,3,5,4,3,4,4,4,1,1,0,1,3,1,1,1,0,,,0,0,0,0,0,0,1,0,1,1
SBT004_000570,2,0,2,1.5,2,5,4,3,5,5,4,5,5,0,1,1,1,2,4,0,0,,,1,1,1,0,1,1,1,0,1,1
SBT004_000571,2,1,2,0.6,2,2,4,4,97,2,5,5,5,1,99,1,5,1,2,1,0,,,1,1,1,1,1,0,1,1,1,1
SBT004_000572,1,0,0,1.6,3,1,4,3,2,2,2,3,97,0,0,0,6,0,0,1,0,,,1,1,0,0,0,0,1,0,1,1
SBT004_000573,2,0,2,1.5,4,1,3,2,2,1,97,1,4,0,0,99,6,1,0,1,0,,,1,0,0,1,1,0,1,1,1,1
SBT004_000574,2,0,2,1.5,5,2,1,3,2,3,5,1,1,0,0,0,7,0,0,0,0,,,1,0,1,1,1,1,1,1,1,1
SBT004_000575,2,1,1,0.6,2,5,3,2,3,3,3,5,5,0,0,0,5,0,4,0,0,,,1,0,1,0,1,1,0,1,1,1
SBT004_000576,4,0,0,1.04545454545455,3,4,5,5,5,4,4,4,5,1,1,1,5,1,1,1,0,,,1,1,1,0,1,0,1,0,1,1
SBT004_000577,4,1,0,0.5,2,3,2,4,3,5,4,3,5,0,0,0,3,3,1,1,0,,,0,1,1,0,0,0,1,0,1,1
SBT004_000578,4,0,0,1.04545454545455,5,2,2,3,1,2,4,2,1,0,0,0,6,1,0,0,0,,,1,0,0,0,0,0,0,0,1,1
SBT004_000579,1,0,0,1.6,3,97,5,3,98,4,4,3,5,0,99,0,5,0,1,1,0,,,0,0,0,0,1,1,1,1,1,1
SBT004_000580,2,1,1,0.6,2,2,3,4,3,3,3,5,5,0,0,0,4,2,1,0,1,4.0,1.0,0,1,1,1,0,1,1,0,1,1
SBT004_000581,4,0,0,1.04545454545455,5,1,4,3,4,5,2,5,1,0,1,0,6,3,1,1,0,,,1,1,0,1,1,1,1,0,1,1
SBT004_000582,3,0,0,2.0,2,4,5,3,5,4,3,5,1,0,1,0,5,97,2,1,2,3.0,1.0,0,0,1,1,1,1,1,0,1,1
SBT004_000583,3,1,2,0.666666666666667,5,2,3,2,2,2,2,2,97,0,0,0,5,1,2,0,0,,,0,1,1,1,0,0,0,0,1,1
SBT004_000584,4,0,0,1.04545454545455,2,4,5,5,3,2,5,4,5,1,0,1,6,2,0,1,1,5.0,0.0,1,0,1,0,1,1,1,0,1,1
SBT004_000585,2,0,1,1.5,4,1,4,4,1,2,4,2,1,1,0,0,6,1,0,0,0,,,1,1,1,1,0,0,1,1,1,1
SBT004_000586,3,1,0,0.666666666666667,1,3,2,1,5,3,4,5,5,0,0,1,4,3,0,0,0,,,1,0,1,0,1,1,0,0,1,1
SBT004_000587,4,0,0,1.04545454545455,4,3,2,2,2,3,2,2,3,0,0,0,7,0,0,0,2,5.0,0.0,0,0,0,0,1,0,0,0,1,1
SBT004_000588,2,1,2,0.6,1,5,2,2,4,5,1,5,97,0,1,0,1,3,7,1,1,4.0,1.0,0,1,1,0,1,0,0,1,1,1
SBT004_000589,2,0,2,1.5,3,3,5,4,1,2,4,3,1,1,0,0,7,1,2,1,0,,,1,0,0,1,0,1,0,1,1,1
SBT004_000590,1,0,2,1.6,5,1,2,3,1,1,5,2,4,0,0,0,5,0,1,1,1,97.0,1.0,1,1,0,0,0,0,1,1,1,1
SBT004_000591,2,1,2,0.6,97,5,1,1,3,3,4,1,5,0,0,0,2,2,0,97,1,4.0,1.0,0,1,0,0,1,0,0,0,1,1
SBT004_000592,2,1,2,0.6,4,3,2,3,3,2,5,3,5,0,0,0,4,1,1,0,0,,,1,1,1,0,0,0,0,1,1,1
SBT004_000593,2,1,2,0.6,2,4,4,3,5,4,1,5,5,0,1,0,1,1,4,0,2,4.0,1.0,1,1,0,0,1,1,0,0,1,1
SBT004_000594,2,0,2,1.5,2,2,3,3,3,5,5,2,5,0,0,0,6,0,1,97,1,5.0,1.0,0,0,1,0,1,0,1,0,1,1
SBT004_000595,3,1,0,0.666666666666667,3,3,97,1,2,3,5,3,5,99,0,0,2,1,0,0,2,4.0,1.0,0,0,1,1,1,0,0,1,1,1
SBT004_000596,1,1,1,0.4,2,2,3,3,4,2,5,3,5,0,0,0,6,2,1,0,0,,,0,0,0,0,1,0,0,0,1,1
SBT004_000597,2,0,2,1.5,1,5,3,2,5,5,5,5,5,0,1,1,3,3,6,0,0,,,0,1,1,1,1,1,1,1,1,1
SBT004_000598,4,0,0,1.04545454545455,5,3,5,5,97,2,5,1,1,1,99,0,5,1,0,1,2,4.0,0.0,1,0,0,0,0,0,1,1,1,1
SBT004_000599,4,0,0,1.04545454545455,4,2,2,3,5,4,3,4,5,0,1,0,7,1,1,0,0,,,0,1,1,0,1,1,0,1,1,1
SBT004_000600,4,0,0,1.04545454545455,1,5,4,3,2,98,4,3,5,0,99,0,3,0,2,1,1,5.0,0.0,1,1,1,0,0,0,0,0,1,1
SBT004_000601,2,1,1,0.6,5,3,3,3,5,3,5,4,5,0,0,1,3,3,2,0,0,,,97,97,97,97,1,0,1,1,97,1
SBT004_000602,4,0,0,1.04545454545455,5,2,2,1,2,1,4,5,3,0,0,1,5,0,0,1,2,97.0,98.0,0,1,0,1,0,0,0,0,1,1
SBT004_000603,3,0,2,2.0,1,4,3,1,4,4,4,5,97,0,1,1,2,2,3,0,0,,,1,0,1,0,1,1,1,0,1,1
SBT004_000604,4,0,1,1.04545454545455,5,2,3,1,5,3,4,4,5,0,0,1,3,1,4,0,0,,,0,1,1,0,0,0,1,0,1,1
SBT004_000605,2,1,2,0.6,3,4,2,1,3,2,5,5,1,0,0,1,5,0,2,1,0,,,0,1,1,1,1,1,0,1,1,1
SBT004_000606,1,0,1,1.6,5,2,4,1,5,4,3,3,5,0,1,0,4,1,2,0,0,,,1,1,1,1,1,1,0,1,1,1
SBT004_000607,4,0,0,1.04545454545455,5,3,4,2,5,4,2,97,1,0,1,99,6,0,0,0,0,,,1,0,1,1,1,0,1,0,1,1
SBT004_000608,2,0,2,1.5,4,2,2,1,3,1,4,1,4,0,0,0,6,0,0,0,0,,,1,0,1,0,0,1,0,0,1,1
SBT004_000609,4,0,0,1.04545454545455,4,4,2,1,1,98,5,1,1,0,99,0,5,0,0,0,0,,,0,0,1,0,0,0,1,1,1,1
SBT004_000610,1,0,2,1.6,1,3,4,5,4,4,5,4,5,1,1,1,2,1,3,1,1,3.0,0.0,97,97,97,97,1,1,1,1,97,1
SBT004_000611,4,0,1,1.04545454545455,4,3,3,4,2,3,5,2,1,0,0,0,7,1,1,0,0,,,0,0,1,0,1,1,1,0,1,1
SBT004_000612,1,0,2,1.6,2,4,3,4,2,2,4,3,4,0,0,0,5,0,2,1,0,,,1,0,1,1,1,1,1,0,1,1
SBT004_000613,2,0,2,1.5,1,5,4,2,3,2,2,4,5,0,0,0,2,2,2,0,0,,,0,1,1,0,1,1,1,0,1,1
SBT004_000614,1,0,1,1.6,1,3,2,3,2,2,4,5,1,0,0,1,5,2,2,1,0,,,1,0,1,0,0,0,1,0,1,1
SBT004_000615,4,0,2,1.04545454545455,4,2,3,3,5,3,3,3,2,0,0,0,7,1,2,1,0,,,0,0,1,0,0,1,0,1,1,1
SBT004_000616,4,0,0,1.04545454545455,3,2,4,2,3,3,4,5,5,0,0,1,7,2,0,0,1,5.0,1.0,1,1,1,0,0,0,0,1,1,1
SBT004_000617,4,0,0,1.04545454545455,3,3,4,5,4,4,2,3,1,1,1,0,5,0,0,1,0,,,1,0,1,0,1,1,1,0,1,1
SBT004_000618,4,0,0,1.04545454545455,3,3,3,1,2,3,5,2,1,0,0,0,6,0,0,0,0,,,1,0,1,0,0,1,0,1,1,1
SBT004_000619,4,0,2,1.04545454545455,1,5,4,4,3,3,3,5,1,1,0,0,1,97,3,1,0,,,0,1,1,0,1,0,1,1,1,1
SBT004_000620,2,1,0,0.6,2,4,5,4,3,5,2,5,5,1,0,0,4,2,1,0,2,3.0,1.0,0,1,0,0,1,1,1,1,1,1
SBT004_000621,2,1,2,0.6,3,4,4,3,5,4,4,4,2,0,1,1,4,1,2,0,2,2.0,1.0,97,97,97,97,1,1,0,0,97,1
SBT004_000622,4,0,0,1.04545454545455,3,2,2,1,2,3,5,1,1,0,0,0,7,2,1,0,1,5.0,0.0,0,0,0,0,1,0,0,1,1,1
SBT004_000623,1,1,0,0.4,1,4,4,4,2,3,4,3,1,1,0,0,0,3,0,1,0,,,1,0,1,0,1,0,1,1,1,1
SBT004_000624,2,0,1,1.5,5,2,3,3,5,4,3,3,3,0,1,0,5,1,2,1,2,4.0,0.0,0,1,1,1,1,0,0,0,1,1
SBT004_000625,1,1,2,0.4,4,2,97,5,4,3,5,2,5,99,0,0,6,1,0,1,0,,,0,0,0,0,1,1,1,1,1,1
SBT004_000626,2,1,1,0.6,3,3,4,5,5,3,5,5,2,1,0,1,3,3,5,1,0,,,1,1,1,0,1,1,1,0,1,1
SBT004_000627,3,1,0,0.666666666666667,3,3,5,98,1,1,4,3,1,99,0,0,4,97,1,1,0,,,1,0,1,1,0,1,1,1,1,1
SBT004_000628,1,1,1,0.4,2,2,3,4,1,1,5,2,1,0,0,0,4,97,1,0,0,,,0,1,0,0,0,0,0,0,1,1
SBT004_000629,1,0,0,1.6,1,5,5,5,5,4,2,5,1,1,1,0,97,5,6,1,0,,,0,1,0,1,1,0,1,1,1,1
SBT004_000630,2,1,2,0.6,3,2,3,3,3,3,98,3,1,0,0,99,7,1,0,0,0,,,0,0,0,1,1,1,0,0,1,1
SBT004_000631,1,0,2,1.6,3,4,4,5,98,2,4,3,1,1,99,0,5,2,0,1,0,,,1,0,0,1,1,0,1,1,1,1
SBT004_000632,2,0,2,1.5,5,2,3,3,1,3,5,1,5,0,0,0,6,0,1,0,0,,,0,0,0,1,97,97,97,97,1,97
SBT004_000633,4,0,0,1.04545454545455,5,1,1,3,1,1,4,1,1,0,0,0,6,1,0,0,0,,,0,1,0,0,0,1,0,1,1,1
SBT004_000634,1,1,2,0.4,97,1,5,5,5,5,5,4,1,1,1,1,6,2,97,1,0,,,1,1,1,1,1,0,1,1,1,1
SBT004_000635,4,0,0,1.04545454545455,3,3,2,1,1,1,5,1,1,0,0,0,5,0,0,0,0,,,0,0,0,1,0,1,0,0,1,1
SBT004_000636,3,0,0,2.0,4,4,5,1,3,4,4,2,4,0,0,0,4,1,0,0,0,,,0,1,1,0,0,1,0,0,1,1
SBT004_000637,2,1,1,0.6,3,2,3,4,1,1,5,1,5,0,0,0,4,1,0,0,0,,,0,0,0,0,0,0,1,0,1,1
SBT004_000638,2,1,1,0.6,2,5,2,3,5,5,5,5,5,0,1,1,1,5,2,0,1,4.0,0.0,0,1,1,1,1,0,1,0,1,1
SBT004_000639,2,1,0,0.6,4,2,3,5,4,4,3,5,5,0,1,0,6,0,1,1,2,5.0,1.0,0,1,1,1,0,0,1,0,1,1
SBT004_000640,1,0,2,1.6,4,1,1,1,4,4,3,4,1,0,1,0,6,1,0,0,0,,,0,0,1,1,0,1,1,0,1,1
SBT004_000641,1,0,2,1.6,97,3,5,4,4,3,5,4,5,1,0,1,5,2,3,0,0,,,1,1,0,0,1,0,1,0,1,1
SBT004_000642,4,0,0,1.04545454545455,5,1,4,3,4,3,5,3,1,0,0,0,6,2,0,97,0,,,1,1,1,0,0,0,0,0,1,1
SBT004_000643,4,1,0,0.5,5,1,3,2,3,3,3,4,2,0,0,0,7,1,2,1,0,,,1,0,1,1,0,0,1,1,1,1
SBT004_000644,2,1,2,0.6,2,4,5,5,5,5,5,4,1,1,1,1,4,3,1,1,0,,,1,1,0,0,1,0,1,1,1,1
SBT004_000645,2,1,2,0.6,2,4,5,5,5,5,5,5,4,1,1,1,1,5,3,1,0,,,97,97,97,97,97,97,97,97,97,97
SBT004_000646,3,1,0,0.666666666666667,4,3,5,4,5,4,5,1,1,1,1,0,4,1,0,1,0,,,1,1,1,1,1,1,0,0,1,1
SBT004_000647,1,0,2,1.6,2,3,4,97,1,1,2,3,1,99,0,0,5,97,0,1,0,,,1,0,0,1,0,0,1,1,1,1
SBT004_000648,4,0,1,1.04545454545455,2,4,1,1,3,4,4,2,3,0,0,0,5,0,0,0,2,5.0,0.0,1,0,0,0,0,0,1,0,1,1
SBT004_000649,3,1,0,0.666666666666667,2,3,2,5,3,5,4,3,2,0,0,0,6,1,0,1,2,5.0,1.0,1,1,0,0,0,1,0,0,1,1
SBT004_000650,1,0,1,1.6,5,1,1,1,2,2,4,1,5,0,0,0,5,0,0,1,1,5.0,0.0,0,1,0,0,1,0,0,0,1,1
SBT004_000651,1,1,1,0.4,3,4,4,4,1,1,5,3,1,1,0,0,5,0,3,1,0,,,0,0,0,0,1,1,0,1,1,1
SBT004_000652,3,0,2,2.0,3,5,1,1,2,3,4,4,2,0,0,1,5,2,0,97,0,,,0,0,1,0,0,1,0,1,1,1
SBT004_000653,2,1,1,0.6,3,1,5,2,5,5,2,5,4,0,1,0,98,2,0,1,1,3.0,1.0,1,0,0,0,0,1,1,0,1,1
SBT004_000654,3,1,1,0.666666666666667,2,5,5,97,3,2,3,5,1,99,0,0,3,3,4,1,0,,,1,0,1,0,0,1,1,1,1,1
SBT004_000655,4,0,0,1.04545454545455,97,4,4,2,3,2,4,2,1,0,0,0,5,2,0,98,0,,,1,0,0,0,1,1,0,1,1,1
SBT004_000656,1,1,2,0.4,3,4,3,2,4,3,97,5,5,0,0,99,4,3,1,0,3,98.0,1.0,0,1,1,1,0,0,0,0,1,1
SBT004_000657,4,0,1,1.04545454545455,5,1,5,5,3,1,3,4,2,1,0,0,7,0,1,0,0,,,0,1,1,0,0,1,0,1,1,1
SBT004_000658,3,0,2,2.0,5,2,4,4,3,4,5,3,1,1,0,0,6,0,97,1,0,,,0,1,1,0,0,0,1,0,1,1
SBT004_000659,3,0,2,2.0,4,2,3,2,1,3,4,5,1,0,0,1,6,0,1,1,0,,,1,1,1,0,0,1,0,0,1,1
SBT004_000660,1,1,2,0.4,3,3,2,2,5,4,2,5,1,0,1,0,3,0,1,0,0,,,1,1,1,0,0,1,0,0,1,1
SBT004_000661,3,0,0,2.0,1,5,2,1,3,3,3,4,1,0,0,0,2,2,3,0,0,,,1,1,0,1,0,0,0,1,1,1
SBT004_000662,4,0,0,1.04545454545455,5,1,2,1,2,1,5,1,3,0,0,0,7,1,0,0,0,,,0,1,0,0,0,0,1,1,1,1
SBT004_000663,1,1,1,0.4,1,4,3,4,4,3,4,3,2,0,0,0,3,1,2,97,0,,,1,0,1,1,0,0,1,1,1,1
SBT004_000664,4,0,0,1.04545454545455,4,3,4,3,4,3,3,4,1,0,0,0,6,0,2,0,0,,,0,1,0,1,0,0,1,0,1,1
SBT004_000665,2,1,2,0.6,1,4,4,5,3,2,2,4,5,1,0,0,3,0,1,0,2,4.0,0.0,0,1,0,0,98,98,98,98,1,98
SBT004_000666,2,0,2,1.5,3,2,2,1,2,2,4,5,5,0,0,1,4,0,1,0,2,2.0,1.0,1,0,0,0,1,0,0,0,1,1
SBT004_000667,4,0,0,1.04545454545455,3,3,2,2,2,2,4,4,1,0,0,1,6,1,3,1,2,5.0,0.0,1,0,1,0,0,0,1,1,1,1
SBT004_000668,1,0,2,1.6,5,1,2,4,2,1,4,97,5,0,0,99,7,0,1,0,1,5.0,1.0,0,1,1,0,0,1,1,1,1,1
SBT004_000669,4,0,0,1.04545454545455,5,4,2,1,3,3,4,5,4,0,0,1,6,0,2,0,2,4.0,1.0,0,1,0,1,0,0,1,0,1,1
SBT004_000670,2,0,2,1.5,2,5,2,3,4,3,4,97,5,0,0,99,4,2,1,0,0,,,0,1,1,1,1,1,0,0,1,1
SBT004_000671,1,0,2,1.6,3,4,2,4,1,1,4,2,1,0,0,0,7,1,1,0,0,,,0,1,1,0,0,0,1,0,1,1
SBT004_000672,4,0,0,1.04545454545455,5,97,5,1,2,97,5,2,1,0,99,0,5,0,0,0,2,5.0,97.0,1,1,0,0,0,1,1,0,1,1
SBT004_000673,4,0,0,1.04545454545455,5,1,1,1,1,2,4,4,5,0,0,1,7,0,1,0,0,,,0,0,1,0,0,0,0,1,1,1
SBT004_000674,1,0,1,1.6,1,5,1,3,3,1,3,2,1,0,0,0,4,2,3,1,0,,,1,0,0,1,0,1,0,1,1,1
SBT004_000675,4,0,0,1.04545454545455,2,4,4,3,2,2,2,3,1,0,0,0,4,1,0,97,0,,,1,0,0,0,0,1,1,0,1,1
SBT004_000676,1,1,0,0.4,4,3,4,4,3,4,5,3,5,1,0,0,5,0,1,0,2,5.0,0.0,1,0,1,0,0,1,1,1,1,1
SBT004_000677,1,0,2,1.6,3,4,3,4,3,3,4,1,2,0,0,0,2,1,0,1,0,,,1,1,1,0,0,1,1,0,1,1
SBT004_000678,4,0,0,1.04545454545455,5,1,5,3,97,3,5,1,1,0,99,0,7,97,0,1,0,,,1,1,1,1,0,0,1,1,1,1
SBT004_000679,4,0,1,1.04545454545455,3,5,1,1,5,5,4,5,1,0,1,1,4,2,1,0,0,,,97,97,97,97,0,0,1,0,97,1
SBT004_000680,2,1,2,0.6,4,2,4,4,4,3,5,4,3,1,0,1,7,2,1,0,1,4.0,1.0,1,0,1,0,1,0,1,1,1,1
SBT004_000681,3,1,2,0.666666666666667,3,3,2,1,2,4,5,1,1,0,0,0,4,2,0,0,0,,,1,1,0,0,1,1,0,1,1,1
SBT004_000682,4,0,0,1.04545454545455,4,1,2,1,1,1,3,1,1,0,0,0,7,1,0,0,0,,,0,0,0,1,0,0,0,0,1,1
SBT004_000683,4,0,2,1.04545454545455,5,1,5,5,1,2,5,97,98,1,0,99,7,0,0,1,0,,,1,0,0,0,0,0,1,1,1,1
SBT004_000684,4,0,0,1.04545454545455,2,3,2,5,3,3,4,4,2,0,0,1,5,0,0,1,0,,,0,1,0,1,0,0,0,0,1,1
SBT004_000685,2,1,2,0.6,2,3,1,2,3,3,4,2,1,0,0,0,5,0,1,1,3,5.0,1.0,1,1,0,0,0,0,0,0,1,1
SBT004_000686,2,1,2,0.6,4,1,4,4,4,4,4,5,5,1,1,1,6,1,1,0,1,5.0,0.0,1,1,1,1,1,0,1,0,1,1
SBT004_000687,1,1,2,0.4,4,1,5,4,5,4,4,3,1,1,1,0,4,2,4,0,0,,,1,1,0,1,0,0,1,0,1,1
SBT004_000688,4,0,0,1.04545454545455,97,3,2,4,2,97,5,3,97,0,99,0,4,2,2,0,0,,,0,1,0,0,1,1,0,0,1,1
SBT004_000689,1,0,2,1.6,3,4,2,2,5,5,4,5,1,0,1,1,2,4,2,0,2,3.0,1.0,1,1,1,1,0,1,1,1,1,1
SBT004_000690,3,0,2,2.0,1,5,4,2,4,4,3,4,1,0,1,0,4,3,3,1,0,,,0,0,1,0,1,0,1,1,1,1
SBT004_000691,3,0,2,2.0,2,3,5,5,3,3,4,3,1,1,0,0,4,0,0,1,0,,,1,0,1,1,0,0,0,0,1,1
SBT004_000692,4,0,0,1.04545454545455,5,1,4,4,3,2,4,4,1,1,0,1,5,2,0,1,1,2.0,0.0,1,0,0,0,1,0,1,1,1,1
SBT004_000693,2,1,0,0.6,1,5,4,5,4,2,5,3,1,1,0,0,3,2,1,1,2,2.0,1.0,1,1,1,1,1,0,0,0,1,1
SBT004_000694,2,1,2,0.6,2,2,5,3,5,5,4,3,4,0,1,0,5,2,2,1,2,5.0,1.0,1,1,0,0,1,1,1,1,1,1
SBT004_000695,4,0,0,1.04545454545455,3,3,4,2,4,4,5,4,1,0,1,1,3,3,0,1,0,,,0,1,0,1,0,0,1,0,1,1
SBT004_000696,1,1,1,0.4,5,2,97,3,5,5,4,4,5,99,1,1,6,5,0,0,1,3.0,0.0,1,1,0,1,1,1,0,1,1,1
SBT004_000697,4,0,0,1.04545454545455,3,2,5,5,4,3,5,4,5,1,0,1,6,2,0,1,2,3.0,1.0,1,1,0,1,1,0,1,0,1,1
SBT004_000698,4,0,0,1.04545454545455,4,3,3,2,1,2,5,2,5,0,0,0,6,2,0,1,0,,,0,0,1,0,0,1,0,0,1,1
SBT004_000699,4,0,0,1.04545454545455,5,2,2,3,1,2,5,4,3,0,0,1,6,0,0,0,2,5.0,1.0,1,0,0,0,0,1,0,0,1,1
SBT004_000700,1,1,0,0.4,1,5,2,1,4,2,4,5,1,0,0,1,4,4,2,0,1,4.0,1.0,0,1,0,1,0,1,1,1,1,1
SBT004_000701,2,0,0,1.5,1,4,2,1,3,2,2,1,4,0,0,0,2,1,0,0,0,,,0,1,0,0,1,1,1,1,1,1
SBT004_000702,1,1,1,0.4,5,1,3,3,5,3,2,1,5,0,0,0,7,0,1,0,0,,,0,1,1,1,0,0,0,0,1,1
SBT004_000703,1,0,0,1.6,1,3,3,3,3,3,4,5,4,0,0,1,6,0,1,0,3,5.0,1.0,1,1,1,0,0,0,1,1,1,1
SBT004_000704,2,1,1,0.6,3,5,2,2,2,4,2,1,5,0,0,0,5,0,0,0,2,5.0,1.0,1,1,0,1,0,0,0,1,1,1
SBT004_000705,4,0,0,1.04545454545455,4,2,1,1,4,3,3,3,97,0,0,0,5,0,0,0,0,,,0,0,1,0,1,1,0,0,1,1
SBT004_000706,1,1,1,0.4,1,5,4,2,5,3,4,5,1,0,0,1,97,3,5,97,1,3.0,1.0,0,1,1,0,97,97,97,97,1,97
SBT004_000707,1,0,2,1.6,1,5,4,5,4,97,3,5,97,1,99,0,2,5,3,1,0,,,1,1,0,1,97,97,97,97,1,97
SBT004_000708,3,1,0,0.666666666666667,1,5,5,5,2,4,5,4,5,1,0,1,4,3,2,0,1,4.0,0.0,0,1,1,0,1,1,1,1,1,1
SBT004_000709,2,0,2,1.5,2,5,2,3,3,4,4,3,1,0,0,0,4,3,3,1,0,,,1,1,0,0,1,1,1,0,1,1
SBT004_000710,4,0,0,1.04545454545455,4,2,3,2,2,2,5,3,3,0,0,0,6,1,0,0,0,,,0,0,0,0,1,0,0,1,1,1
SBT004_000711,4,0,0,1.04545454545455,5,1,2,2,2,2,4,97,1,0,0,99,7,0,1,0,0,,,0,0,1,0,1,0,0,1,1,1
SBT004_000712,2,1,2,0.6,97,4,2,2,5,4,3,3,5,0,1,0,4,3,0,0,2,3.0,0.0,0,0,1,0,0,1,1,1,1,1
SBT004_000713,2,0,1,1.5,3,2,3,2,3,3,3,2,1,0,0,0,4,3,0,1,1,4.0,0.0,0,0,1,1,0,0,1,1,1,1
SBT004_000714,3,0,0,2.0,2,3,3,2,3,2,3,1,5,0,0,0,3,0,0,0,1,5.0,1.0,0,0,0,0,0,0,0,1,1,1
SBT004_000715,2,1,0,0.6,5,4,4,3,5,5,4,4,1,0,1,1,6,3,3,1,0,,,1,1,1,0,1,1,1,0,1,1
SBT004_000716,2,1,1,0.6,2,3,3,3,5,5,4,5,5,0,1,1,2,2,3,1,0,,,0,1,1,0,1,1,0,1,1,1
SBT004_000717,4,0,0,1.04545454545455,3,3,4,4,5,3,5,5,97,1,0,1,5,2,0,0,0,,,0,1,0,0,1,1,1,1,1,1
SBT004_000718,4,0,0,1.04545454545455,2,2,1,3,2,2,4,4,1,0,0,1,7,97,3,0,0,,,0,1,1,0,1,0,1,1,1,1
SBT004_000719,1,1,2,0.4,5,1,5,4,5,5,4,4,3,1,1,1,4,2,0,1,0,,,0,1,1,1,1,1,1,1,1,1
SBT004_000720,3,0,2,2.0,1,5,4,5,5,5,5,5,5,1,1,1,3,5,2,1,0,,,1,1,1,1,1,1,0,0,1,1
SBT004_000721,2,1,1,0.6,3,3,97,5,4,4,2,4,1,99,1,0,4,2,3,1,1,5.0,1.0,97,97,97,97,1,1,1,1,97,1
SBT004_000722,2,1,2,0.6,3,2,5,3,5,5,4,5,2,0,1,1,97,1,5,1,0,,,1,1,0,1,0,1,1,1,1,1
SBT004_000723,4,1,0,0.5,3,4,4,5,5,4,5,4,2,1,1,1,3,6,0,1,0,,,1,1,1,1,0,1,0,0,1,1
SBT004_000724,4,0,0,1.04545454545455,2,3,3,5,5,4,5,4,5,0,1,1,5,2,1,1,1,1.0,1.0,1,1,0,1,1,0,1,0,1,1
SBT004_000725,1,1,1,0.4,1,5,5,5,5,5,5,5,1,1,1,1,1,2,2,97,2,4.0,1.0,1,1,1,1,1,1,1,0,1,1
SBT004_000726,2,0,2,1.5,4,1,1,1,4,2,3,1,5,0,0,0,6,0,1,0,0,,,0,0,1,0,0,0,0,0,1,1
SBT004_000727,2,0,2,1.5,1,4,2,2,2,1,3,1,1,0,0,0,5,1,0,0,0,,,1,1,0,0,0,0,1,1,1,1
SBT004_000728,1,0,1,1.6,98,5,4,4,2,3,3,4,5,1,0,0,3,0,0,0,0,,,1,1,0,0,0,0,1,1,1,1
SBT004_000729,3,0,0,2.0,1,4,5,4,4,5,4,4,1,1,1,1,97,5,97,1,0,,,1,1,1,1,1,1,0,1,1,1
SBT004_000730,2,1,2,0.6,4,2,4,2,1,1,4,2,1,0,0,0,7,0,0,1,0,,,1,0,0,1,0,0,0,0,1,1
SBT004_000731,2,1,0,0.6,2,3,4,3,5,2,2,5,97,0,0,0,6,1,0,1,3,5.0,1.0,0,1,0,1,0,1,1,0,1,1
SBT004_000732,1,0,2,1.6,4,2,2,1,3,1,3,4,4,0,0,0,6,97,1,0,1,5.0,1.0,0,0,0,0,1,1,0,1,1,1
SBT004_000733,2,0,2,1.5,5,1,2,2,2,1,3,1,1,0,0,0,7,0,0,0,0,,,1,0,0,0,1,1,0,1,1,1
SBT004_000734,1,1,0,0.4,3,2,4,4,4,3,5,5,1,1,0,1,4,4,6,1,0,,,1,1,1,0,0,0,1,1,1,1
SBT004_000735,3,1,1,0.666666666666667,2,97,3,1,4,4,3,4,5,0,1,0,3,4,1,0,1,4.0,0.0,0,0,1,1,0,0,0,0,1,1
SBT004_000736,2,1,1,0.6,3,3,5,5,4,2,4,3,1,1,0,0,5,0,2,1,1,2.0,1.0,0,1,0,0,0,0,1,1,1,1
SBT004_000737,2,1,2,0.6,2,5,5,5,5,5,5,5,5,1,1,1,2,4,98,1,3,1.0,1.0,1,1,1,1,98,98,98,98,1,98
SBT004_000738,2,1,0,0.6,1,4,3,2,3,4,3,97,2,0,0,99,2,1,0,0,3,2.0,1.0,0,0,1,1,0,1,1,1,1,1
SBT004_000739,3,0,2,2.0,4,1,3,4,3,2,4,1,1,0,0,0,6,0,0,1,0,,,1,0,0,0,1,0,0,1,1,1
SBT004_000740,1,1,1,0.4,3,3,2,2,5,4,4,5,1,0,1,1,6,2,0,0,2,4.0,0.0,1,0,1,0,1,1,0,0,1,1
SBT004_000741,4,0,0,1.04545454545455,5,97,5,4,3,1,5,4,1,1,0,1,3,1,1,1,0,,,1,0,0,1,0,1,1,1,1,1
SBT004_000742,3,0,0,2.0,5,1,3,2,5,4,2,2,4,0,1,0,7,0,0,1,0,,,1,0,0,1,1,1,1,1,1,1
SBT004_000743,1,1,2,0.4,5,1,4,3,4,4,3,1,1,0,1,0,5,1,0,0,1,5.0,0.0,1,0,0,1,1,0,1,1,1,1
SBT004_000744,3,1,2,0.666666666666667,3,4,3,1,2,3,3,3,5,0,0,0,4,0,0,0,1,5.0,1.0,0,1,1,0,0,0,0,0,1,1
SBT004_000745,1,0,2,1.6,2,3,98,4,5,5,5,3,1,99,1,0,2,4,1,0,0,,,1,1,1,1,1,0,0,0,1,1
