respondent_id,age,gender,region,mealkit_open_5,food_p1,food_p2,food_p3,food_explorer,mealkit_usage,concept,appeal_5,purchase_intent_5,uniqueness_5,relevance_5,credibility_5,value_5,understanding_5,premium_value_5,wt_final,like_flexibility,like_ease,like_broad_choice,like_familiar,like_new_flavours,like_chef,like_quality,like_provenance,like_premium,like_none,dislike_expensive,dislike_complicated,dislike_not_different,dislike_too_adventurous,dislike_limited_choice,dislike_unclear_benefit,dislike_low_frequency,dislike_none
SBT002_0495,35-44,Man,London,3,3,4,5,1,Occasional,Flex,3,2,4,3,3,3,5,3.0,0.8389825639571966,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
SBT002_0496,35-44,Woman,North,4,4,3,4,0,Previous,Plus,5,4,5,3,4,3,5,4.0,1.25901523440431,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0
SBT002_0497,45-54,Woman,Northern Ireland,4,2,3,3,0,Previous,Simple,5,5,2,4,4,4,5,5.0,1.311728616962716,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
SBT002_0498,35-44,Woman,South West,3,4,5,5,1,Previous,Flex,4,4,3,4,4,5,5,2.0,0.7114871600240185,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
SBT002_0499,35-44,Man,North,4,5,4,5,1,Never,Plus,4,3,5,4,4,3,3,3.0,0.7653339218956862,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
SBT002_0500,18-24,Man,London,3,5,5,4,1,Previous,Simple,5,4,3,4,4,3,5,3.0,0.522728008927182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SBT002_0501,18-24,Woman,North,4,1,3,2,0,Occasional,Simple,3,4,5,3,3,2,5,3.0,0.8530972670560192,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SBT002_0502,35-44,Man,South East,3,2,4,3,0,Never,Flex,3,4,2,3,4,1,5,2.0,1.0554886665510723,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SBT002_0503,45-54,Woman,Scotland,3,5,5,4,1,Previous,Flex,4,5,4,3,4,5,5,4.0,0.9601759034434507,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
SBT002_0504,35-44,Man,Scotland,5,5,5,4,1,Regular,Flex,4,5,3,4,3,4,4,5.0,0.7763824500676415,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
SBT002_0505,18-24,Woman,North,3,2,2,2,0,Occasional,Flex,4,3,3,5,4,2,2,,0.7864862801589966,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0506,45-54,Man,North,3,5,5,3,1,Never,Flex,5,5,2,4,3,4,5,4.0,0.8384424134704171,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0
SBT002_0507,18-24,Man,South West,3,5,5,4,1,Never,Plus,4,3,5,1,5,3,3,4.0,0.5704681487072465,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
SBT002_0508,35-44,Man,South West,3,2,2,2,0,Previous,Simple,2,3,3,1,3,1,4,1.0,1.1051368988386467,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
SBT002_0509,45-54,Woman,Midlands,4,1,1,1,0,Previous,Simple,2,4,2,2,2,2,4,4.0,1.3920704747198482,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
SBT002_0510,25-34,Woman,Northern Ireland,4,5,5,4,1,Occasional,Plus,5,5,5,5,5,4,4,4.0,0.5182485180866102,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
SBT002_0511,45-54,Man,London,5,4,5,5,1,Previous,Simple,2,1,2,2,3,2,4,3.0,0.9023117533899676,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
SBT002_0512,18-24,Man,South East,4,3,4,4,0,Occasional,Plus,2,2,4,4,2,5,3,2.0,0.824241759339667,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
SBT002_0513,25-34,Man,London,4,2,4,5,0,Never,Plus,3,4,5,2,2,3,2,,0.8546199940591903,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
SBT002_0514,25-34,Woman,Wales,5,5,4,5,1,Occasional,Simple,4,5,3,5,5,4,5,5.0,0.6016588180680974,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SBT002_0515,35-44,Man,London,3,1,3,3,0,Occasional,Plus,3,2,3,3,4,3,3,4.0,1.2321209977866971,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
SBT002_0516,18-24,Man,London,4,1,1,2,0,Occasional,Flex,4,4,3,5,4,4,5,3.0,0.9065518964888726,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
SBT002_0517,25-34,Woman,Midlands,5,5,5,4,1,Occasional,Plus,5,5,5,5,4,5,4,5.0,0.6382582526454524,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
SBT002_0518,45-54,Man,South West,5,4,5,5,1,Never,Flex,5,5,5,5,5,5,5,5.0,0.8830467536349098,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SBT002_0519,55-64,Woman,East,5,2,1,3,0,Regular,Flex,5,5,5,5,5,5,5,5.0,1.4564062838686886,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
SBT002_0520,45-54,Woman,South West,4,5,3,3,0,Regular,Simple,2,2,1,1,3,4,4,2.0,1.3403705144104627,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
SBT002_0521,18-24,Woman,South East,3,1,1,1,0,Never,Simple,3,3,1,3,4,3,5,4.0,0.8351649596323911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0522,55-64,Woman,Scotland,5,4,5,3,1,Never,Simple,3,3,2,3,2,5,4,2.0,0.9938085207795173,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SBT002_0523,25-34,Man,South West,5,5,5,4,1,Occasional,Plus,4,3,4,3,4,3,3,4.0,0.6145523476735788,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0
SBT002_0524,18-24,Woman,North,4,5,4,3,1,Regular,Plus,5,3,5,3,2,5,4,3.0,0.5745609498065637,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
SBT002_0525,55-64,Woman,Midlands,3,2,1,1,0,Occasional,Plus,4,2,4,1,3,3,4,2.0,1.4493277454929698,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0526,18-24,Woman,Midlands,3,5,5,3,1,Previous,Flex,4,1,5,3,4,2,4,3.0,0.5527146147116533,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SBT002_0527,25-34,Woman,London,4,5,5,5,1,Never,Plus,5,5,5,4,4,4,2,,0.5961351320130341,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
SBT002_0528,25-34,Man,South East,3,2,2,1,0,Never,Plus,3,3,5,3,3,4,2,,0.922794669496396,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
SBT002_0529,25-34,Woman,Midlands,4,2,4,3,0,Previous,Simple,4,5,3,3,3,2,5,3.0,0.9576701781332245,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
SBT002_0530,45-54,Woman,North,5,3,4,5,1,Never,Plus,5,5,5,4,4,5,5,4.0,0.865002999638901,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SBT002_0531,25-34,Man,London,4,2,1,1,0,Occasional,Simple,3,3,1,1,4,2,5,2.0,0.8088237455560111,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
SBT002_0532,25-34,Man,Northern Ireland,4,3,5,1,0,Previous,Plus,3,4,5,2,4,3,3,3.0,0.9884312979851924,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
SBT002_0533,35-44,Woman,South West,4,4,4,3,0,Never,Plus,5,5,5,5,5,4,4,5.0,1.1064987920693816,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0
SBT002_0534,18-24,Woman,South East,3,4,3,2,0,Previous,Plus,5,5,5,5,5,5,4,5.0,0.9176171796169592,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0
SBT002_0535,25-34,Woman,London,5,3,2,1,0,Regular,Simple,5,5,3,4,4,4,4,5.0,0.8954647598466273,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
SBT002_0536,25-34,Woman,North,3,4,5,4,1,Regular,Flex,3,3,4,5,2,1,5,4.0,0.5868914364965405,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
SBT002_0537,45-54,Man,South East,3,4,4,4,1,Never,Simple,2,2,4,2,3,2,5,3.0,0.7726269749485779,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
SBT002_0538,18-24,Man,South West,4,2,2,1,0,Never,Simple,4,4,4,4,4,2,5,3.0,0.785786215805195,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
SBT002_0539,55-64,Man,South West,3,3,3,2,0,Occasional,Plus,5,5,5,4,4,4,2,,1.463550341522955,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
SBT002_0540,18-24,Man,North,5,5,4,4,1,Never,Plus,5,5,5,5,5,5,3,5.0,0.5201332760777285,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
SBT002_0541,45-54,Man,London,5,2,2,2,0,Previous,Flex,5,3,5,5,4,5,5,2.0,1.4097336725869951,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
SBT002_0542,25-34,Man,Scotland,3,2,3,1,0,Previous,Flex,2,4,2,2,2,3,5,2.0,0.9533196507157319,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SBT002_0543,18-24,Man,London,5,5,5,5,1,Occasional,Flex,2,2,1,2,3,3,4,3.0,0.57172849414997,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
SBT002_0544,35-44,Man,Midlands,3,3,2,3,0,Occasional,Flex,5,4,4,4,5,3,5,5.0,1.1796336740036644,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0545,45-54,Man,North,3,3,3,4,0,Previous,Flex,5,5,4,4,2,4,5,5.0,1.191844206116422,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
SBT002_0546,35-44,Man,Scotland,5,3,5,3,0,Regular,Simple,1,3,2,2,4,2,3,4.0,1.2178235903214043,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
SBT002_0547,25-34,Man,South West,3,1,3,2,0,Occasional,Simple,5,3,3,4,5,3,5,4.0,0.8853919310583985,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
SBT002_0548,45-54,Woman,London,3,2,2,1,0,Occasional,Flex,4,4,5,3,4,2,5,5.0,1.2982207370202254,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
SBT002_0549,18-24,Man,South West,4,3,4,3,0,Previous,Plus,2,2,2,2,2,2,3,4.0,0.8451197779086028,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0
SBT002_0550,45-54,Woman,East,3,5,5,5,1,Never,Flex,1,1,1,1,4,2,4,4.0,0.8954704053194062,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
SBT002_0551,25-34,Woman,East,4,2,2,2,0,Occasional,Flex,3,4,3,3,4,4,5,3.0,0.9841669566129213,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
SBT002_0552,35-44,Man,South East,5,2,3,3,0,Occasional,Plus,2,2,4,2,2,4,1,,1.1625681485766766,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0
SBT002_0553,25-34,Man,Scotland,5,1,1,1,0,Occasional,Flex,5,5,4,5,5,5,5,3.0,0.8761041322687284,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
SBT002_0554,35-44,Man,East,3,3,1,3,0,Regular,Flex,2,4,3,3,3,4,5,3.0,1.2674143377855254,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SBT002_0555,35-44,Woman,South East,3,5,3,3,0,Never,Flex,1,2,1,3,3,2,4,1.0,1.1293341195472006,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
SBT002_0556,18-24,Man,London,3,4,5,3,1,Previous,Plus,3,4,4,2,2,3,2,,0.541152922396705,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SBT002_0557,35-44,Woman,North,5,2,5,4,0,Regular,Flex,3,4,5,3,4,5,5,4.0,1.183868564786854,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
SBT002_0558,18-24,Woman,Wales,3,5,5,5,1,Never,Flex,4,5,2,3,3,3,5,4.0,0.5711804247834027,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
SBT002_0559,25-34,Woman,London,3,5,4,2,0,Occasional,Simple,3,3,2,3,4,4,4,3.0,0.8614983897612628,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0
SBT002_0560,55-64,Woman,North,4,4,5,5,1,Previous,Flex,4,5,5,4,5,5,5,3.0,0.9189216099869119,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0
SBT002_0561,18-24,Man,North,3,5,5,4,1,Never,Plus,5,4,5,3,3,5,2,,0.5759142289511253,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
SBT002_0562,35-44,Woman,South East,3,5,5,1,0,Regular,Plus,3,3,2,3,2,4,3,5.0,1.2448089717217983,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
SBT002_0563,55-64,Man,Wales,4,2,1,4,0,Never,Simple,3,4,4,4,4,4,4,4.0,1.3711096191053298,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0564,35-44,Woman,Scotland,4,5,4,3,1,Occasional,Simple,2,2,3,2,4,4,5,2.0,0.753863351014848,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
SBT002_0565,25-34,Man,London,5,5,2,2,0,Previous,Plus,2,2,3,2,4,3,4,4.0,0.9705602186637702,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
SBT002_0566,25-34,Woman,North,5,5,4,3,1,Previous,Plus,5,5,5,5,3,5,3,5.0,0.5986184351140886,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
SBT002_0567,45-54,Woman,Midlands,4,5,4,5,1,Regular,Simple,4,2,4,5,3,3,5,3.0,0.9525893277242119,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
SBT002_0568,18-24,Woman,South East,4,1,3,2,0,Occasional,Simple,2,2,3,2,2,3,4,5.0,0.7505941041966545,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
SBT002_0569,45-54,Man,North,4,3,3,3,0,Previous,Simple,3,3,3,4,3,2,4,3.0,1.3036275819236753,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0
SBT002_0570,35-44,Man,North,4,2,3,1,0,Never,Plus,5,5,5,4,5,5,4,5.0,1.1837232682553818,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
SBT002_0571,55-64,Prefer not,London,5,3,4,1,0,Previous,Flex,2,3,2,4,2,1,5,3.0,1.3894965931037548,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SBT002_0572,18-24,Man,South East,5,1,1,1,0,Previous,Plus,4,4,5,3,4,5,4,5.0,0.7886763960218198,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0
SBT002_0573,35-44,Woman,South West,5,4,5,1,0,Occasional,Plus,3,4,4,3,4,3,2,,1.1552406783218854,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
SBT002_0574,55-64,Woman,Midlands,3,5,5,2,1,Occasional,Flex,5,5,4,5,2,4,4,4.0,1.0355146043676697,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
SBT002_0575,45-54,Man,East,5,2,1,3,0,Never,Plus,4,3,5,3,5,5,5,3.0,1.5108635020747976,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
SBT002_0576,45-54,Man,South East,3,1,1,1,0,Occasional,Flex,3,3,3,4,3,3,5,3.0,1.2253311742720618,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
SBT002_0577,18-24,Man,North,3,3,3,4,0,Previous,Simple,5,4,5,3,4,5,4,5.0,0.9075927427391037,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
SBT002_0578,25-34,Woman,South East,5,5,4,4,1,Occasional,Plus,5,5,5,4,4,4,4,5.0,0.6058338105014934,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
SBT002_0579,45-54,Non-binary/other,North,3,4,5,5,1,Never,Plus,5,3,4,5,3,5,2,,0.8543451724830874,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
SBT002_0580,25-34,Man,South East,5,4,4,2,0,Occasional,Flex,2,3,5,2,3,2,5,3.0,0.8800823122993746,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0581,25-34,Woman,South East,3,2,1,3,0,Never,Simple,2,2,1,2,4,4,4,2.0,0.9035344980350893,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
SBT002_0582,25-34,Man,North,4,4,4,2,0,Previous,Flex,4,2,4,5,3,4,5,3.0,1.0400311533456292,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
SBT002_0583,35-44,Man,North,5,3,4,3,0,Previous,Simple,4,3,1,4,4,5,4,3.0,1.2285564104837527,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SBT002_0584,35-44,Woman,South West,3,3,1,1,0,Regular,Flex,4,4,3,4,3,3,5,3.0,1.2757193469930428,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
SBT002_0585,18-24,Woman,East,4,4,5,3,1,Never,Simple,4,5,4,2,3,2,5,5.0,0.564933750427904,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
SBT002_0586,25-34,Woman,Wales,3,1,1,1,0,Never,Flex,4,3,5,5,4,4,5,4.0,0.9102899693940972,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SBT002_0587,35-44,Woman,North,5,1,1,2,0,Occasional,Flex,4,4,4,4,3,3,4,3.0,1.2390973401913525,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
SBT002_0588,35-44,Woman,North,4,1,1,1,0,Previous,Plus,4,3,5,1,2,4,2,,1.0890930807014378,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0
SBT002_0589,25-34,Woman,London,3,3,2,5,0,Regular,Plus,3,2,4,3,3,5,4,3.0,0.8812524370911965,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
SBT002_0590,25-34,Man,South West,3,3,4,4,0,Previous,Simple,5,5,5,5,5,4,5,4.0,0.8575901075208374,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
SBT002_0591,25-34,Woman,Midlands,5,4,4,3,0,Never,Simple,4,4,1,4,4,3,5,5.0,0.8949312919801379,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
SBT002_0592,25-34,Non-binary/other,East,5,3,4,2,0,Never,Plus,5,5,5,4,5,4,5,5.0,0.8291466500284841,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
SBT002_0593,45-54,Woman,North,3,3,4,2,0,Occasional,Simple,1,2,1,2,2,1,4,3.0,1.425090694422586,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SBT002_0594,45-54,Man,South East,3,3,4,3,0,Regular,Flex,5,3,4,4,5,4,4,3.0,1.2190843970429053,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
SBT002_0595,18-24,Man,Midlands,3,3,1,2,0,Occasional,Flex,2,3,3,2,4,3,5,2.0,0.8598978920374764,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0596,25-34,Man,South East,5,5,5,5,1,Previous,Flex,4,5,4,5,3,5,5,4.0,0.6074850826021453,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
SBT002_0597,45-54,Man,East,3,3,4,1,0,Occasional,Simple,4,3,4,4,5,4,5,4.0,1.5039900003327653,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
SBT002_0598,45-54,Woman,South West,5,4,3,4,0,Never,Flex,3,3,2,4,2,3,5,1.0,1.3270788098193032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SBT002_0599,18-24,Man,London,3,1,4,4,0,Previous,Plus,5,5,5,5,5,5,3,4.0,0.7627913881680739,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0
SBT002_0600,25-34,Man,South West,3,3,4,3,0,Occasional,Plus,2,3,5,3,3,5,3,4.0,0.9406173578200713,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
SBT002_0601,35-44,Man,Scotland,4,5,4,4,1,Never,Simple,2,2,3,5,5,3,4,4.0,0.7204913172129146,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
SBT002_0602,18-24,Man,London,3,3,4,4,0,Previous,Simple,3,2,1,4,4,4,4,3.0,0.7948162480717378,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
SBT002_0603,45-54,Woman,Midlands,4,3,2,2,0,Previous,Flex,5,4,4,5,3,5,5,5.0,1.2667393424561082,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
SBT002_0604,45-54,Woman,East,3,2,3,3,0,Previous,Flex,5,3,3,4,4,5,5,4.0,1.2176721554458199,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SBT002_0605,18-24,Man,North,5,2,3,1,0,Occasional,Plus,5,4,5,4,4,3,5,5.0,0.8470369274117804,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
SBT002_0606,25-34,Woman,Midlands,3,4,3,2,0,Previous,Plus,5,4,5,5,3,3,2,,0.9268373465034069,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
SBT002_0607,18-24,Man,Midlands,5,5,5,5,1,Regular,Plus,5,5,5,5,5,4,5,5.0,0.5640693691897047,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
SBT002_0608,55-64,Prefer not,Wales,3,5,5,5,1,Previous,Simple,2,2,1,2,2,3,4,2.0,0.9629978372207656,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
SBT002_0609,55-64,Woman,Scotland,3,3,2,3,0,Previous,Plus,5,5,5,5,5,5,3,5.0,1.3608648534470644,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0
SBT002_0610,35-44,Woman,South East,3,3,2,2,0,Previous,Simple,3,3,2,3,4,4,5,3.0,1.1894988554355281,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SBT002_0611,55-64,Woman,London,4,4,4,4,1,Previous,Flex,3,2,3,3,4,3,4,3.0,0.9131924788586818,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
SBT002_0612,45-54,Man,North,4,4,4,3,0,Regular,Simple,2,3,2,2,5,2,4,4.0,1.2462227772434689,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0
SBT002_0613,45-54,Man,North,3,4,3,5,1,Never,Flex,4,4,4,4,2,2,3,2.0,0.7625199431278041,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
SBT002_0614,35-44,Man,Midlands,5,3,4,3,0,Previous,Simple,4,3,4,3,3,4,5,4.0,1.1904793393200317,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
SBT002_0615,45-54,Woman,Wales,5,2,3,2,0,Never,Simple,3,2,4,3,2,3,3,3.0,1.260742934692899,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0
SBT002_0616,35-44,Woman,North,3,3,4,2,0,Occasional,Simple,2,2,3,3,2,4,4,2.0,1.244062642067003,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
SBT002_0617,35-44,Non-binary/other,South West,3,3,4,5,1,Never,Simple,3,4,4,3,3,4,5,2.0,0.7276233230293373,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
SBT002_0618,55-64,Man,East,3,5,4,5,1,Never,Flex,4,5,4,3,3,3,5,3.0,0.9797245665850239,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
SBT002_0619,45-54,Woman,South East,3,3,2,4,0,Regular,Plus,2,2,5,2,3,3,1,,1.329186958012879,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
SBT002_0620,55-64,Woman,London,4,2,2,4,0,Previous,Simple,3,2,2,4,5,2,4,3.0,1.513468598880547,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
SBT002_0621,35-44,Woman,Scotland,4,5,4,5,1,Occasional,Plus,1,2,3,2,2,2,1,,0.8008485456744655,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SBT002_0622,35-44,Woman,North,4,2,3,2,0,Never,Flex,4,5,5,5,3,4,5,2.0,1.1723809165758905,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SBT002_0623,55-64,Man,Wales,3,3,1,4,0,Previous,Flex,5,4,4,5,3,4,5,5.0,1.443234354269388,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
SBT002_0624,45-54,Man,Midlands,3,4,2,3,0,Occasional,Simple,3,3,5,3,5,2,4,4.0,1.3289145340878652,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
SBT002_0625,18-24,Non-binary/other,North,5,4,4,5,1,Previous,Flex,3,1,1,2,2,4,5,3.0,0.5550141614394445,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SBT002_0626,18-24,Man,Scotland,4,5,5,5,1,Occasional,Flex,2,3,2,2,2,3,5,2.0,0.5991103186866991,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
SBT002_0627,18-24,Woman,South West,4,2,1,3,0,Never,Flex,4,4,3,4,3,4,5,4.0,0.8487382841223535,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
SBT002_0628,35-44,Woman,Midlands,3,2,2,2,0,Occasional,Flex,3,3,3,2,1,3,5,2.0,1.2089387288113191,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SBT002_0629,18-24,Man,Scotland,3,4,4,5,1,Never,Simple,3,3,4,3,4,4,4,2.0,0.5540260259613972,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
SBT002_0630,25-34,Man,South West,3,3,4,3,0,Never,Flex,5,5,4,5,4,3,4,5.0,0.9470422390159468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SBT002_0631,55-64,Man,South West,3,1,1,2,0,Never,Simple,2,2,1,2,3,3,5,1.0,1.4237038476495498,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
SBT002_0632,25-34,Woman,Midlands,3,3,3,3,0,Never,Flex,3,2,3,4,4,3,4,3.0,0.8314431142832065,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
