respondent_id,age_band,children_under18,work_pattern,online_grocery_pre,digital_confidence_pre,budget_pressure_pre,mealplan_days_pre,assignment,weight_base,followup_status,followup_attempts,receipt_log,receipt_count,recall_post,awareness_pre,awareness_post,consideration_pre,consideration_post,usage_pre,usage_post,meal_stress_pre,meal_stress_post,campaign_clear_post,campaign_relevant_post,campaign_trust_post,campaign_channel_post,info_search_post,usage_days_post,satisfaction_post,planning_confidence_post
SBT005_0706,2,1,1,0,3,2,2,0,1.2188097233,1,2,0,0,0,0,1,1,1,0,0,3,3,,,,,0,,,4
SBT005_0707,4,0,3,0,2,4,1,0,1.9875626711,0,4,0,0,,0,,1,,0,,4,,,,,,,,,
SBT005_0708,3,1,3,0,2,4,2,1,1.6623641428,0,4,0,0,,0,,1,,0,,4,,,,,,,,,
SBT005_0709,1,0,2,1,2,2,4,0,0.6557362064,0,4,1,1,,0,,2,,0,,3,,,,,,,,,
SBT005_0710,2,1,1,1,2,3,1,1,0.6801943153,0,4,1,2,,0,,1,,0,,4,,,,,,,,,
SBT005_0711,3,0,1,1,4,3,4,0,0.9404938575,1,2,1,2,1,0,0,5,5,0,0,4,2,3,3,3,2,0,,,4
SBT005_0712,2,0,1,0,1,3,0,1,1.2188097233,1,4,0,0,0,0,0,1,1,0,0,3,2,,,,,0,,,2
SBT005_0713,1,0,1,1,2,4,3,0,0.6557362064,1,2,0,0,0,0,0,2,2,0,0,3,4,,,,,0,,,1
SBT005_0714,2,0,2,1,2,4,1,0,0.6801943153,1,2,1,3,0,0,1,1,1,0,0,4,3,,,,,0,,,3
SBT005_0715,2,0,1,0,3,3,0,1,1.2188097233,0,4,1,3,,0,,2,,0,,3,,,,,,,,,
SBT005_0716,1,0,3,1,5,3,4,1,0.6557362064,0,4,1,1,,1,,2,,0,,3,,,,,,,,,
SBT005_0717,3,0,1,0,2,4,3,1,1.6623641428,0,4,0,0,,0,,3,,0,,5,,,,,,,,,
SBT005_0718,1,0,3,0,3,4,2,0,1.1657532558,0,4,0,0,,0,,4,,0,,3,,,,,,,,,
SBT005_0719,1,0,1,1,4,4,5,1,0.6557362064,1,3,1,1,1,0,0,3,4,0,0,3,4,97,5,5,1,0,,,3
SBT005_0720,1,0,2,0,3,3,4,1,1.1657532558,1,4,1,2,97,0,97,2,1,0,0,5,4,,,,,0,,,3
SBT005_0721,1,1,2,0,99,3,2,1,1.1657532558,0,4,1,1,,0,,1,,0,,4,,,,,,,,,
SBT005_0722,1,0,3,1,3,2,1,0,0.6557362064,1,1,0,0,0,0,0,3,2,0,0,2,3,,,,,1,,,3
SBT005_0723,3,1,1,1,5,5,4,1,0.9404938575,0,4,1,3,,1,,5,,0,,5,,,,,,,,,
SBT005_0724,1,0,1,1,4,3,4,0,0.6557362064,1,2,0,0,0,0,0,2,3,0,0,3,3,,,,,0,,,3
SBT005_0725,4,0,3,1,5,2,5,0,1.0474992456,1,2,1,2,1,0,1,3,4,0,0,2,2,5,97,5,2,0,,,4
SBT005_0726,3,0,1,1,5,1,4,1,0.9404938575,1,1,1,1,1,1,1,4,5,1,1,1,1,4,3,5,1,1,4,4,5
SBT005_0727,1,0,1,0,1,1,2,0,1.1657532558,1,3,0,0,0,0,0,2,2,97,0,3,1,,,,,0,,,3
SBT005_0728,2,1,1,1,4,5,2,0,0.6801943153,1,2,0,0,0,0,0,3,5,0,0,5,5,,,,,0,,,4
SBT005_0729,1,0,3,1,4,3,1,0,0.6557362064,1,2,0,0,0,0,0,3,4,0,0,5,3,,,,,0,,,4
SBT005_0730,1,0,2,1,2,4,4,1,0.6557362064,1,1,0,0,0,1,1,98,4,0,0,4,5,,,,,0,,,3
SBT005_0731,1,0,2,1,5,5,2,0,0.6557362064,0,4,0,0,,0,,4,,0,,4,,,,,,,,,
SBT005_0732,3,1,3,1,4,2,2,1,0.9404938575,1,1,1,1,1,1,1,2,2,0,0,2,3,97,4,4,3,0,,,4
SBT005_0733,3,0,1,0,4,2,6,0,1.6623641428,1,1,0,0,1,99,1,3,4,0,0,3,2,4,5,4,2,1,,,3
SBT005_0734,1,0,2,0,5,4,3,0,1.1657532558,1,1,0,0,0,0,0,5,5,0,0,3,3,,,,,1,,,4
SBT005_0735,1,0,1,1,4,4,1,1,0.6557362064,1,4,1,2,0,0,0,5,4,0,0,4,5,,,,,1,,,3
SBT005_0736,4,0,3,0,1,4,2,1,1.9875626711,1,1,1,2,1,1,1,2,97,0,0,4,5,97,4,3,1,0,,,3
SBT005_0737,4,0,3,1,3,3,2,1,1.0474992456,1,2,1,1,1,1,1,2,3,0,0,3,4,5,5,5,2,1,,,2
SBT005_0738,2,0,2,0,1,1,3,1,1.2188097233,0,4,0,0,,1,,4,,0,,1,,,,,,,,,
SBT005_0739,2,1,1,1,4,4,3,0,0.6801943153,1,4,1,1,0,0,1,2,2,0,0,4,4,,,,,0,,,3
SBT005_0740,1,0,1,1,5,5,4,0,0.6557362064,1,2,0,0,1,1,1,5,5,97,1,4,3,4,3,5,2,0,4,3,4
SBT005_0741,4,0,2,0,1,3,4,1,1.9875626711,0,4,0,0,,1,,2,,0,,4,,,,,,,,,
SBT005_0742,2,1,1,0,2,2,2,0,1.2188097233,1,1,0,0,0,0,0,2,1,0,0,2,4,,,,,0,,,3
SBT005_0743,4,0,3,0,2,2,5,1,1.9875626711,1,3,1,3,1,0,0,2,2,0,0,4,2,3,3,3,1,0,,,4
SBT005_0744,1,1,1,0,3,1,5,1,1.1657532558,1,1,1,3,0,0,1,2,2,0,0,1,1,,,,,0,,,4
SBT005_0745,2,0,1,1,4,5,4,1,0.6801943153,1,3,0,0,0,0,0,99,2,0,0,5,5,,,,,0,,,3
SBT005_0746,1,0,1,1,1,3,2,1,0.6557362064,1,4,0,0,0,0,0,1,1,0,0,3,3,,,,,0,,,2
SBT005_0747,2,0,1,1,3,2,2,1,0.6801943153,1,1,0,0,1,0,0,2,3,0,0,1,3,3,3,3,1,0,,,98
SBT005_0748,2,0,1,0,3,1,7,1,1.2188097233,1,2,1,2,1,97,0,4,4,0,0,2,1,4,5,4,1,1,,,97
SBT005_0749,2,1,1,0,2,1,3,0,1.2188097233,1,2,0,0,0,0,0,1,1,0,0,2,1,,,,,0,,,4
SBT005_0750,2,0,2,0,1,4,1,0,1.2188097233,0,4,0,0,,0,,1,,0,,4,,,,,,,,,
SBT005_0751,1,1,1,0,4,5,6,1,1.1657532558,0,4,1,2,,1,,4,,0,,5,,,,,,,,,
SBT005_0752,3,0,3,0,3,1,5,0,1.6623641428,1,2,0,0,97,0,0,3,4,0,0,1,1,,,,,0,,,5
SBT005_0753,4,0,3,0,4,1,3,0,1.9875626711,1,3,1,1,1,1,1,97,5,0,0,3,2,5,2,97,1,0,,,4
SBT005_0754,2,1,2,1,5,3,3,0,0.6801943153,1,2,0,0,0,0,1,5,5,0,0,3,5,,,,,0,,,5
SBT005_0755,2,1,3,1,2,4,0,0,0.6801943153,0,4,0,0,,99,,1,,0,,4,,,,,,,,,
SBT005_0756,3,0,3,1,3,3,4,0,0.9404938575,1,2,0,0,0,0,0,97,3,0,0,3,5,,,,,0,,,3
SBT005_0757,2,1,1,0,3,2,2,1,1.2188097233,0,4,0,0,,1,,1,,0,,2,,,,,,,,,
SBT005_0758,2,1,2,1,4,5,3,1,0.6801943153,0,4,1,1,,0,,4,,0,,5,,,,,,,,,
SBT005_0759,3,0,2,1,4,1,3,1,0.9404938575,1,1,1,1,0,0,0,3,3,0,0,2,1,,,,,1,,,5
SBT005_0760,3,0,3,0,4,2,4,1,1.6623641428,1,2,1,2,1,1,1,2,2,0,0,2,3,4,4,5,97,0,,,5
SBT005_0761,1,0,2,0,2,4,0,0,1.1657532558,1,3,0,0,0,1,1,4,4,0,0,3,5,,,,,0,,,2
SBT005_0762,2,1,1,0,1,5,2,1,1.2188097233,1,1,1,3,0,0,97,2,3,0,0,5,5,,,,,0,,,1
SBT005_0763,1,1,3,0,2,3,4,1,1.1657532558,0,4,0,0,,1,,2,,1,,5,,,,,,,,,
SBT005_0764,3,0,1,1,5,2,2,1,0.9404938575,1,4,1,2,1,0,0,4,4,0,0,2,2,5,5,3,1,0,,,5
SBT005_0765,1,0,1,0,4,3,2,1,1.1657532558,1,1,1,3,97,0,1,4,3,0,0,1,4,,,,,0,,,3
SBT005_0766,2,1,1,0,2,2,2,0,1.2188097233,1,1,0,0,0,0,1,1,2,0,0,3,4,,,,,0,,,2
SBT005_0767,1,0,2,0,2,5,5,1,1.1657532558,0,4,1,3,,1,,2,,0,,4,,,,,,,,,
SBT005_0768,3,0,1,1,5,3,5,0,0.9404938575,1,1,0,0,0,1,1,5,5,1,1,2,4,,,,,1,4,5,4
SBT005_0769,2,1,2,1,5,4,4,1,0.6801943153,1,1,0,0,0,0,0,1,1,0,0,4,4,,,,,0,,,3
SBT005_0770,3,0,1,0,3,1,4,1,1.6623641428,1,3,0,0,0,0,0,3,2,0,0,3,2,,,,,1,,,4
SBT005_0771,1,0,1,0,1,4,3,1,1.1657532558,1,1,1,3,0,0,0,2,2,0,0,4,5,,,,,0,,,2
SBT005_0772,1,0,2,0,1,2,2,0,1.1657532558,1,2,0,0,0,0,0,1,1,0,0,2,1,,,,,0,,,3
SBT005_0773,1,0,1,1,5,4,3,0,0.6557362064,1,2,1,3,0,0,0,3,3,0,0,3,5,,,,,0,,,3
SBT005_0774,2,1,2,0,2,5,1,1,1.2188097233,1,3,1,1,0,0,0,2,1,0,0,5,5,,,,,0,,,3
SBT005_0775,1,1,1,1,5,1,3,1,0.6557362064,1,4,1,1,1,0,1,5,5,0,0,2,2,5,4,5,1,1,,,4
SBT005_0776,1,1,3,1,2,4,3,1,0.6557362064,0,4,1,2,,0,,5,,0,,5,,,,,,,,,
SBT005_0777,1,0,2,1,4,4,1,0,0.6557362064,1,3,0,0,0,0,0,97,2,0,0,5,4,,,,,0,,,3
SBT005_0778,1,0,3,1,2,1,2,0,0.6557362064,1,1,0,0,0,0,0,2,2,0,0,1,3,,,,,1,,,5
SBT005_0779,2,0,1,1,1,2,3,1,0.6801943153,1,4,1,2,1,1,1,1,2,1,1,2,4,4,4,97,4,1,7,5,5
SBT005_0780,2,1,1,1,3,4,0,1,0.6801943153,0,4,0,0,,0,,1,,0,,3,,,,,,,,,
SBT005_0781,2,1,1,0,97,5,1,1,1.2188097233,1,1,0,0,0,0,0,1,1,0,0,5,5,,,,,0,,,3
SBT005_0782,1,0,2,1,5,2,4,1,0.6557362064,1,2,1,4,1,99,99,4,4,0,0,2,1,5,5,5,1,0,,,4
SBT005_0783,2,1,1,1,3,5,3,1,0.6801943153,1,2,1,2,0,1,1,2,3,0,0,5,5,,,,,0,,,1
SBT005_0784,1,0,1,0,97,2,2,1,1.1657532558,1,1,1,1,0,0,0,1,1,0,0,3,1,,,,,0,,,4
SBT005_0785,3,0,1,1,2,5,2,1,0.9404938575,1,1,1,2,0,0,0,2,2,97,0,5,5,,,,,0,,,2
SBT005_0786,2,1,1,1,2,4,2,0,0.6801943153,0,4,0,0,,0,,2,,0,,3,,,,,,,,,
SBT005_0787,2,1,1,0,3,5,1,1,1.2188097233,0,4,1,3,,0,,2,,0,,5,,,,,,,,,
SBT005_0788,2,1,1,1,5,3,4,1,0.6801943153,1,3,1,4,1,1,1,5,5,1,1,3,4,5,97,4,1,0,5,5,5
SBT005_0789,1,0,3,0,4,1,6,1,1.1657532558,1,1,1,3,1,0,1,1,1,0,0,1,1,4,3,4,1,0,,,4
SBT005_0790,2,1,1,1,4,4,3,0,0.6801943153,1,1,1,2,1,0,1,3,2,0,0,3,5,5,4,5,2,0,,,3
SBT005_0791,1,0,2,0,1,3,1,0,1.1657532558,1,3,0,0,0,0,0,1,1,0,0,3,3,,,,,0,,,2
SBT005_0792,1,0,3,0,3,2,3,0,1.1657532558,1,1,1,1,0,0,1,2,3,0,0,2,3,,,,,0,,,3
SBT005_0793,1,0,1,1,4,4,5,0,0.6557362064,1,3,1,2,1,0,1,3,4,0,0,3,4,5,5,5,1,1,,,2
SBT005_0794,1,0,2,1,3,3,1,0,0.6557362064,0,4,0,0,,0,,1,,0,,3,,,,,,,,,
SBT005_0795,1,0,1,1,4,3,4,1,0.6557362064,0,4,0,0,,1,,5,,0,,3,,,,,,,,,
SBT005_0796,3,0,2,1,5,3,5,1,0.9404938575,1,1,1,3,1,1,1,5,4,0,0,3,3,4,3,5,2,1,,,5
SBT005_0797,2,0,1,1,5,4,4,0,0.6801943153,1,1,0,0,0,0,0,3,5,0,0,4,4,,,,,0,,,3
SBT005_0798,3,0,3,0,3,2,2,0,1.6623641428,1,2,1,2,0,0,1,1,1,0,0,2,2,,,,,0,,,4
SBT005_0799,2,1,1,0,4,4,3,1,1.2188097233,0,4,1,1,,0,,4,,0,,3,,,,,,,,,
SBT005_0800,3,0,1,0,4,1,5,0,1.6623641428,1,2,1,2,1,1,1,5,5,0,0,1,1,4,5,5,2,1,,,5
SBT005_0801,3,0,2,1,5,4,5,0,0.9404938575,0,4,0,0,,97,,4,,0,,3,,,,,,,,,
SBT005_0802,2,0,1,0,2,1,2,0,1.2188097233,1,1,0,0,97,0,0,4,5,0,0,2,2,,,,,0,,,3
SBT005_0803,2,1,1,0,4,3,3,0,1.2188097233,0,4,1,2,,0,,3,,0,,3,,,,,,,,,
SBT005_0804,1,0,1,1,4,3,4,1,0.6557362064,1,3,1,3,0,0,1,2,1,0,0,4,5,,,,,0,,,3
SBT005_0805,2,1,3,1,3,2,2,1,0.6801943153,1,3,1,1,1,0,1,3,4,0,0,3,2,3,5,3,1,0,,,4
SBT005_0806,1,0,1,1,5,2,5,0,0.6557362064,1,1,0,0,0,1,1,5,5,1,1,2,3,,,,,1,3,5,3
SBT005_0807,3,1,1,1,5,2,5,1,0.9404938575,1,3,1,3,1,1,1,4,4,0,0,2,1,4,5,5,1,0,,,5
SBT005_0808,2,1,2,1,5,2,6,1,0.6801943153,0,4,1,4,,0,,2,,97,,3,,,,,,,,,
SBT005_0809,3,0,1,1,4,3,5,0,0.9404938575,0,4,0,0,,1,,4,,0,,2,,,,,,,,,
SBT005_0810,3,0,3,0,98,3,5,0,1.6623641428,1,1,0,0,0,1,1,1,1,0,0,3,2,,,,,0,,,4
SBT005_0811,2,0,1,1,5,1,6,1,0.6801943153,1,1,1,4,98,1,1,5,5,0,1,1,1,,,,,1,5,5,5
SBT005_0812,1,0,1,1,4,4,2,1,0.6557362064,0,4,1,1,,1,,2,,0,,5,,,,,,,,,
SBT005_0813,3,0,1,0,3,5,1,1,1.6623641428,0,4,0,0,,0,,3,,0,,5,,,,,,,,,
SBT005_0814,1,0,1,0,2,4,3,0,1.1657532558,1,2,0,0,0,0,0,2,1,0,0,4,4,,,,,0,,,2
SBT005_0815,3,0,1,1,3,4,3,1,0.9404938575,1,1,1,3,1,0,1,2,3,0,0,4,4,3,3,3,1,1,,,5
SBT005_0816,2,0,1,1,5,1,2,0,0.6801943153,1,1,1,2,1,1,1,5,5,0,0,1,2,4,5,5,2,1,,,4
SBT005_0817,2,0,1,1,5,3,4,0,0.6801943153,1,3,1,3,98,1,1,4,4,97,0,4,4,,,,,1,,,5
SBT005_0818,1,0,1,1,4,4,97,0,0.6557362064,1,3,0,0,0,0,0,1,2,0,0,3,4,,,,,0,,,4
SBT005_0819,2,0,1,0,2,1,3,0,1.2188097233,1,2,1,1,1,0,1,2,2,0,1,1,2,3,4,4,3,97,3,4,3
SBT005_0820,2,0,1,0,99,3,1,1,1.2188097233,0,4,1,3,,0,,5,,0,,1,,,,,,,,,
SBT005_0821,2,0,1,1,5,1,6,0,0.6801943153,1,3,1,2,1,1,1,5,5,1,1,2,2,5,3,3,2,0,6,5,99
SBT005_0822,1,0,2,0,3,98,6,0,1.1657532558,1,3,0,0,1,1,1,4,5,0,0,1,1,5,2,4,3,1,,,5
SBT005_0823,2,1,1,1,4,4,0,0,0.6801943153,1,1,0,0,0,0,0,3,2,0,0,5,4,,,,,1,,,2
SBT005_0824,2,0,1,0,2,4,1,1,1.2188097233,1,2,0,0,0,0,0,3,3,0,0,3,3,,,,,0,,,4
SBT005_0825,3,0,2,0,1,1,1,0,1.6623641428,1,2,0,0,0,1,1,3,4,1,1,1,3,,,,,0,3,4,4
SBT005_0826,1,0,1,0,2,2,4,1,1.1657532558,0,4,0,0,,0,,1,,0,,2,,,,,,,,,
SBT005_0827,2,1,2,1,99,3,4,0,0.6801943153,1,2,0,0,0,0,0,1,1,0,0,4,3,,,,,97,,,1
SBT005_0828,2,1,1,1,4,3,2,1,0.6801943153,0,4,1,2,,0,,3,,0,,4,,,,,,,,,
SBT005_0829,2,1,1,1,5,5,3,0,0.6801943153,1,4,1,3,1,1,1,5,5,0,0,5,5,5,5,5,2,0,,,3
SBT005_0830,1,0,3,0,2,3,1,1,1.1657532558,0,4,1,2,,0,,1,,0,,4,,,,,,,,,
SBT005_0831,1,1,3,1,4,4,4,1,0.6557362064,0,4,1,3,,1,,4,,0,,4,,,,,,,,,
SBT005_0832,3,0,2,0,2,2,3,0,1.6623641428,0,4,0,0,,0,,2,,0,,2,,,,,,,,,
SBT005_0833,2,1,1,0,3,5,2,0,1.2188097233,0,4,0,0,,0,,3,,0,,5,,,,,,,,,
SBT005_0834,1,0,2,0,2,5,0,0,1.1657532558,1,1,0,0,0,0,1,3,4,0,0,5,5,,,,,0,,,1
SBT005_0835,2,0,1,0,4,5,3,0,1.2188097233,1,3,0,0,1,1,1,3,5,0,1,5,5,5,5,5,1,1,2,5,3
SBT005_0836,2,1,2,0,1,2,2,1,1.2188097233,0,4,1,1,,0,,1,,0,,3,,,,,,,,,
SBT005_0837,3,0,3,0,3,4,1,0,1.6623641428,1,1,0,0,0,1,1,3,2,0,0,4,4,,,,,1,,,3
SBT005_0838,3,1,1,1,4,4,3,1,0.9404938575,1,3,1,2,0,0,1,3,4,0,97,5,3,,,,,0,,,4
SBT005_0839,2,0,1,0,3,1,5,0,1.2188097233,1,2,0,0,0,0,0,1,2,0,0,1,3,,,,,0,,,4
SBT005_0840,3,0,3,0,1,4,0,1,1.6623641428,0,4,0,0,,0,,1,,0,,4,,,,,,,,,
SBT005_0841,2,1,1,0,2,5,3,1,1.2188097233,1,2,0,0,1,1,1,4,3,0,0,5,5,2,2,97,1,0,,,2
SBT005_0842,2,1,1,1,5,4,5,1,0.6801943153,1,2,1,4,1,1,1,3,4,0,0,4,4,4,5,5,1,0,,,2
SBT005_0843,2,1,1,0,1,2,0,0,1.2188097233,1,2,0,0,0,0,0,1,1,0,0,4,3,,,,,0,,,1
SBT005_0844,1,1,1,0,1,4,1,1,1.1657532558,1,2,0,0,97,1,1,1,1,0,0,4,3,,,,,0,,,2
SBT005_0845,4,0,1,1,3,2,4,1,1.0474992456,1,4,1,2,1,0,1,5,5,0,0,4,2,5,5,97,1,0,,,4
SBT005_0846,2,1,1,0,2,4,3,1,1.2188097233,1,2,0,0,0,0,0,1,2,0,0,4,4,,,,,0,,,4
SBT005_0847,2,1,1,1,97,98,5,0,0.6801943153,1,2,0,0,0,0,0,1,2,0,0,3,2,,,,,0,,,3
SBT005_0848,1,0,1,0,3,3,3,1,1.1657532558,0,4,1,2,,0,,4,,0,,3,,,,,,,,,
SBT005_0849,1,1,1,1,4,5,3,1,0.6557362064,1,1,1,1,1,1,1,4,4,0,0,5,5,5,4,5,1,0,,,2
SBT005_0850,1,0,1,1,3,5,4,1,0.6557362064,1,3,1,1,1,1,1,4,4,0,0,97,4,5,5,4,1,0,,,3
SBT005_0851,1,0,3,0,1,2,1,0,1.1657532558,1,2,0,0,0,0,0,1,1,0,0,3,3,,,,,1,,,3
SBT005_0852,4,0,3,0,1,1,0,0,1.9875626711,1,3,0,0,0,1,1,1,1,0,0,1,2,,,,,0,,,4
SBT005_0853,3,0,1,1,3,3,2,1,0.9404938575,1,2,1,2,1,1,1,2,3,0,0,3,4,4,4,4,2,0,,,3
SBT005_0854,2,1,2,0,3,4,2,0,1.2188097233,1,3,1,1,1,0,0,3,3,0,0,5,4,4,97,4,2,1,,,3
SBT005_0855,3,0,1,1,5,3,2,1,0.9404938575,1,1,1,2,0,0,0,4,3,0,0,3,4,,,,,0,,,4
SBT005_0856,3,0,2,0,3,4,2,0,1.6623641428,1,2,0,0,0,1,0,2,3,0,0,3,5,,,,,0,,,2
SBT005_0857,2,0,1,1,3,3,4,1,0.6801943153,1,1,0,0,0,1,1,2,2,97,0,4,4,,,,,0,,,4
SBT005_0858,1,1,2,0,3,5,4,1,1.1657532558,0,4,1,2,,0,,3,,0,,5,,,,,,,,,
SBT005_0859,3,1,1,1,4,4,2,1,0.9404938575,0,4,1,1,,0,,3,,0,,5,,,,,,,,,
SBT005_0860,4,0,3,0,3,2,1,0,1.9875626711,1,3,1,4,1,1,1,3,3,0,0,2,3,5,5,99,2,0,,,3
SBT005_0861,1,1,3,1,2,4,3,0,0.6557362064,0,4,0,0,,0,,1,,0,,5,,,,,,,,,
SBT005_0862,3,0,2,0,2,3,1,1,1.6623641428,1,4,1,1,1,0,1,4,4,0,0,97,3,2,3,3,1,0,,,4
SBT005_0863,2,1,1,1,5,3,5,1,0.6801943153,1,1,1,4,1,97,1,3,97,0,0,3,2,4,5,5,1,0,,,4
SBT005_0864,4,0,2,1,3,2,2,1,1.0474992456,1,2,1,3,0,0,0,2,3,0,0,2,3,,,,,0,,,3
SBT005_0865,2,1,1,0,3,3,1,0,1.2188097233,1,1,0,0,0,1,1,2,2,0,0,3,4,,,,,0,,,2
SBT005_0866,1,1,2,1,5,3,3,1,0.6557362064,1,2,1,2,1,1,1,2,4,0,0,3,4,5,5,5,2,0,,,5
SBT005_0867,3,0,2,0,3,1,1,1,1.6623641428,1,1,1,1,0,0,0,97,2,0,0,2,2,,,,,1,,,4
SBT005_0868,4,0,3,1,5,4,1,1,1.0474992456,1,1,1,2,1,1,1,4,4,0,0,3,3,5,5,4,1,0,,,3
SBT005_0869,2,1,3,1,5,4,3,0,0.6801943153,1,4,0,0,1,0,0,4,4,0,0,2,4,4,97,5,3,0,,,4
SBT005_0870,3,0,1,1,5,4,5,1,0.9404938575,1,1,1,3,1,1,1,5,5,0,0,5,4,5,5,5,1,0,,,3
SBT005_0871,1,0,1,1,4,3,3,1,0.6557362064,0,4,0,0,,0,,3,,0,,5,,,,,,,,,
SBT005_0872,2,0,1,1,4,3,1,0,0.6801943153,1,2,0,0,0,0,0,3,3,0,0,4,4,,,,,0,,,4
SBT005_0873,4,0,2,1,4,2,6,0,1.0474992456,1,1,1,2,1,1,0,5,4,1,0,4,2,5,5,4,2,0,,,3
SBT005_0874,4,0,3,0,5,1,7,1,1.9875626711,1,2,1,3,1,1,1,5,5,0,0,1,1,4,5,5,1,1,,,5
SBT005_0875,2,1,1,1,5,1,6,0,0.6801943153,1,2,1,3,99,0,0,4,5,0,99,1,2,,,,,1,,,3
SBT005_0876,2,1,2,1,3,5,0,1,0.6801943153,0,4,1,3,,0,,1,,0,,5,,,,,,,,,
SBT005_0877,2,1,1,1,5,4,3,1,0.6801943153,1,1,1,3,1,1,0,5,98,1,0,5,3,4,4,5,2,1,,,4
SBT005_0878,3,1,2,0,2,5,5,0,1.6623641428,1,3,0,0,0,0,0,4,4,0,0,5,4,,,,,0,,,2
SBT005_0879,1,0,2,1,5,3,4,0,0.6557362064,1,2,1,2,1,1,1,4,4,1,97,1,4,5,5,5,4,1,,,5
SBT005_0880,2,0,3,1,4,3,7,1,0.6801943153,1,3,1,1,1,0,1,3,3,0,0,3,4,5,5,4,1,0,,,5
SBT005_0881,2,1,2,0,2,5,2,0,1.2188097233,1,1,0,0,0,0,1,1,2,0,0,4,4,,,,,0,,,97
SBT005_0882,3,1,1,0,5,2,3,1,1.6623641428,1,1,1,3,0,1,1,99,3,0,1,3,2,,,,,0,1,5,5
SBT005_0883,1,1,1,1,4,1,6,1,0.6557362064,0,4,1,4,,1,,5,,0,,2,,,,,,,,,
SBT005_0884,1,0,2,0,2,4,3,0,1.1657532558,1,1,0,0,0,0,0,1,1,0,0,4,4,,,,,0,,,2
SBT005_0885,1,1,1,1,3,4,6,1,0.6557362064,1,4,1,2,1,1,1,3,4,0,0,4,1,3,4,4,3,0,,,3
SBT005_0886,3,0,1,0,1,5,1,1,1.6623641428,1,1,0,0,0,0,0,1,1,0,0,5,5,,,,,0,,,2
SBT005_0887,1,1,1,1,3,3,2,0,0.6557362064,1,3,1,2,0,0,1,4,3,0,0,98,3,,,,,0,,,2
SBT005_0888,2,0,1,1,2,2,2,1,0.6801943153,1,1,1,2,1,0,0,1,1,0,0,2,3,3,2,1,2,0,,,4
SBT005_0889,2,0,1,1,5,1,2,0,0.6801943153,1,1,0,0,0,0,0,3,2,0,0,2,4,,,,,0,,,4
SBT005_0890,2,1,3,1,3,5,3,1,0.6801943153,1,2,0,0,1,1,1,3,4,1,0,5,5,5,5,97,1,0,,,2
SBT005_0891,1,1,1,1,5,5,4,0,0.6557362064,0,4,1,2,,0,,2,,0,,5,,,,,,,,,
SBT005_0892,1,1,2,1,4,4,1,0,0.6557362064,1,1,0,0,0,0,0,4,4,0,0,5,5,,,,,1,,,1
SBT005_0893,2,1,1,1,1,1,2,0,0.6801943153,1,1,1,2,1,0,1,2,3,0,0,1,2,2,97,1,2,0,,,5
SBT005_0894,2,0,1,1,4,2,4,1,0.6801943153,1,2,1,1,1,1,1,1,2,0,0,2,2,5,4,4,1,0,,,3
SBT005_0895,2,1,2,1,5,5,3,0,0.6801943153,1,3,0,0,97,0,0,3,4,0,0,5,5,,,,,1,,,2
SBT005_0896,2,1,1,1,4,4,99,1,0.6801943153,1,2,1,3,0,0,1,4,4,0,97,5,5,,,,,1,,,3
SBT005_0897,1,0,1,1,4,5,0,0,0.6557362064,1,2,0,0,0,1,1,2,3,0,0,5,5,,,,,0,,,2
SBT005_0898,3,0,1,1,3,3,4,1,0.9404938575,1,3,0,0,0,0,0,2,1,0,0,4,4,,,,,0,,,4
SBT005_0899,2,1,1,1,5,4,4,0,0.6801943153,1,2,1,3,1,0,0,4,4,0,0,4,4,5,5,5,2,0,,,3
SBT005_0900,1,0,2,0,5,4,2,0,1.1657532558,0,4,1,2,,0,,3,,0,,2,,,,,,,,,
SBT005_0901,1,0,2,0,3,3,4,1,1.1657532558,1,1,0,0,0,1,1,2,1,0,0,3,4,,,,,1,,,3
SBT005_0902,1,0,1,1,4,3,4,0,0.6557362064,1,2,1,2,1,1,1,5,5,99,0,3,97,5,5,5,2,1,,,4
SBT005_0903,2,0,2,1,4,3,4,0,0.6801943153,1,2,1,3,1,0,0,98,4,0,0,5,2,4,5,4,1,1,,,4
SBT005_0904,1,0,1,1,2,1,2,0,0.6557362064,1,3,0,0,1,1,1,4,3,0,0,3,2,4,3,5,3,0,,,1
SBT005_0905,1,0,1,1,5,2,4,0,0.6557362064,1,2,1,3,0,0,1,4,4,0,0,3,3,,,,,0,,,5
SBT005_0906,1,0,3,1,5,3,2,0,0.6557362064,1,3,0,0,0,0,0,2,3,0,0,3,4,,,,,0,,,3
SBT005_0907,3,0,1,0,3,2,98,1,1.6623641428,1,1,1,3,1,1,1,4,4,1,1,3,2,5,4,5,1,0,1,5,4
SBT005_0908,1,0,1,0,2,2,2,0,1.1657532558,1,2,0,0,0,0,0,1,1,0,0,4,1,,,,,0,,,1
SBT005_0909,2,0,1,0,4,4,4,1,1.2188097233,1,1,1,2,97,0,1,3,3,0,0,3,2,,,,,1,,,2
SBT005_0910,2,0,1,1,5,2,3,0,0.6801943153,1,1,0,0,1,0,0,5,5,0,0,1,3,4,5,5,2,1,,,4
SBT005_0911,1,1,1,1,5,3,3,0,0.6557362064,0,4,0,0,,1,,5,,1,,3,,,,,,,,,
