respondent_id,tenure_band,plan_tier,legacy_plan,nps_0_10,overall_satisfaction_5,renewal_intent_5,reliability_5,value_5,ease_5,trust_5,outage_90d,support_contact_90d,support_quality_5,resolved_first_contact,wt_final,region,household_type,outage_severity_5,support_channel,formal_complaint_90d
SBT003_0568,2.0,1.0,1.0,0.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.7102749256010552,2.0,1.0,3.0,3.0,0.0
SBT003_0569,2.0,1.0,0.0,6.0,4.0,2.0,5.0,3.0,4.0,4.0,0.0,1.0,5.0,1.0,0.7521004361889132,1.0,2.0,,1.0,0.0
SBT003_0570,4.0,3.0,0.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,,,0.8216809957600235,1.0,2.0,,,0.0
SBT003_0571,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,,1.1294432804891386,1.0,1.0,,,0.0
SBT003_0572,3.0,1.0,0.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,,,1.2007797263235307,1.0,3.0,,,0.0
SBT003_0573,2.0,1.0,0.0,7.0,2.0,2.0,4.0,3.0,4.0,4.0,0.0,0.0,,,1.259864526855608,1.0,3.0,,,0.0
SBT003_0574,3.0,2.0,0.0,8.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,,,1.2185426924460825,1.0,2.0,,,0.0
SBT003_0575,4.0,1.0,0.0,6.0,4.0,2.0,3.0,3.0,4.0,2.0,0.0,0.0,,,1.2798591128020986,1.0,3.0,,,0.0
SBT003_0576,1.0,2.0,0.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,,,1.1428490229577015,1.0,3.0,,,0.0
SBT003_0577,1.0,1.0,0.0,8.0,3.0,4.0,3.0,3.0,5.0,4.0,0.0,0.0,,,1.2485510951212393,2.0,3.0,,,0.0
SBT003_0578,3.0,1.0,0.0,7.0,4.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,,,1.2682134469564368,1.0,1.0,,,0.0
SBT003_0579,4.0,1.0,0.0,6.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,0.7480792436346559,1.0,2.0,,1.0,0.0
SBT003_0580,4.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.3135220021900718,1.0,2.0,,,0.0
SBT003_0581,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7125646016596798,1.0,1.0,4.0,2.0,0.0
SBT003_0582,1.0,2.0,0.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,0.0,,,1.080909551135866,1.0,1.0,5.0,,0.0
SBT003_0583,2.0,3.0,0.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,,,0.8589222469670051,1.0,2.0,,,1.0
SBT003_0584,3.0,1.0,0.0,3.0,1.0,4.0,3.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,0.7443368802088212,1.0,2.0,4.0,3.0,0.0
SBT003_0585,2.0,2.0,0.0,8.0,5.0,4.0,4.0,3.0,2.0,5.0,0.0,0.0,,,1.1513068092936047,1.0,3.0,,,0.0
SBT003_0586,4.0,2.0,0.0,7.0,5.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,,,1.2193243608950917,2.0,3.0,,,0.0
SBT003_0587,3.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6993226977082432,1.0,3.0,,2.0,0.0
SBT003_0588,2.0,2.0,0.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.6602517168620636,1.0,2.0,5.0,1.0,0.0
SBT003_0589,3.0,2.0,0.0,6.0,4.0,3.0,4.0,5.0,3.0,4.0,0.0,0.0,,,1.273358489857291,1.0,3.0,,,0.0
SBT003_0590,3.0,2.0,0.0,5.0,1.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,,,1.2173148336370396,1.0,3.0,,,0.0
SBT003_0591,1.0,3.0,0.0,6.0,3.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,,,0.8660368557772101,1.0,3.0,,,0.0
SBT003_0592,2.0,2.0,0.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,,,1.2077251329689649,1.0,1.0,,,0.0
SBT003_0593,2.0,1.0,0.0,7.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,0.6956128032213129,1.0,3.0,5.0,1.0,0.0
SBT003_0594,4.0,2.0,0.0,9.0,4.0,4.0,3.0,4.0,3.0,2.0,0.0,0.0,,,1.2115274623691457,1.0,2.0,,,0.0
SBT003_0595,4.0,2.0,1.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,,,1.1488662230390674,1.0,3.0,,,0.0
SBT003_0596,2.0,2.0,0.0,7.0,4.0,4.0,5.0,3.0,3.0,5.0,0.0,0.0,,,1.134516009691224,1.0,2.0,,,0.0
SBT003_0597,3.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,0.0,,,1.1979986600462182,4.0,3.0,,,0.0
SBT003_0598,4.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,0.0,,,1.3476243871676938,3.0,2.0,4.0,,0.0
SBT003_0599,3.0,1.0,0.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,,,1.2372835794312826,4.0,1.0,,,0.0
SBT003_0600,2.0,2.0,0.0,9.0,1.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,3.0,0.0,0.6678192967887641,1.0,2.0,,2.0,0.0
SBT003_0601,3.0,3.0,1.0,6.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,0.477711347556918,1.0,3.0,4.0,3.0,0.0
SBT003_0602,1.0,2.0,0.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,,,1.2327684330263915,1.0,3.0,,,0.0
SBT003_0603,2.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.6811856382113688,1.0,3.0,5.0,2.0,0.0
SBT003_0604,1.0,2.0,0.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,,,1.2749068124204204,1.0,2.0,4.0,,0.0
SBT003_0605,3.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,0.7166580469207052,1.0,2.0,4.0,1.0,0.0
SBT003_0606,4.0,1.0,1.0,6.0,2.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.7562580682547556,1.0,1.0,5.0,1.0,0.0
SBT003_0607,3.0,1.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.7275561242387376,1.0,2.0,,2.0,0.0
SBT003_0608,4.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,,,1.1787688420757545,4.0,1.0,,,0.0
SBT003_0609,2.0,1.0,0.0,7.0,4.0,4.0,5.0,4.0,3.0,4.0,0.0,0.0,,,1.2281194990301487,1.0,1.0,,,0.0
SBT003_0610,4.0,3.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,0.4140680114357565,1.0,2.0,,1.0,1.0
SBT003_0611,3.0,1.0,0.0,5.0,3.0,2.0,3.0,5.0,4.0,2.0,0.0,0.0,,,1.323161082655714,1.0,2.0,,,0.0
SBT003_0612,2.0,2.0,0.0,7.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,,,1.1461200770252251,4.0,3.0,4.0,,0.0
SBT003_0613,3.0,2.0,0.0,7.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0,0.0,,,1.2413878555877065,1.0,3.0,,,0.0
SBT003_0614,4.0,2.0,0.0,8.0,4.0,2.0,4.0,3.0,4.0,3.0,0.0,0.0,,,1.185747605191814,1.0,1.0,,,0.0
SBT003_0615,3.0,2.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,,,1.201485204527435,1.0,3.0,,,0.0
SBT003_0616,3.0,3.0,0.0,7.0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,0.0,,,0.9212212804677948,4.0,2.0,,,0.0
SBT003_0617,4.0,3.0,1.0,7.0,3.0,4.0,5.0,5.0,3.0,4.0,0.0,1.0,5.0,1.0,0.4244759863778735,1.0,3.0,,1.0,0.0
SBT003_0618,4.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.6755004703523773,1.0,2.0,3.0,1.0,0.0
SBT003_0619,1.0,1.0,0.0,6.0,3.0,3.0,4.0,4.0,3.0,2.0,0.0,0.0,,,1.181852643242557,1.0,1.0,,,0.0
SBT003_0620,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,0.9133128645965262,1.0,1.0,5.0,,0.0
SBT003_0621,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.651814481045127,1.0,1.0,,1.0,0.0
SBT003_0622,2.0,1.0,0.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,,,1.1322247909738568,1.0,3.0,,,0.0
SBT003_0623,4.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,,,1.1707711591430494,1.0,2.0,,,0.0
SBT003_0624,2.0,2.0,0.0,6.0,4.0,2.0,4.0,4.0,2.0,3.0,0.0,1.0,5.0,1.0,0.6767647364241575,3.0,2.0,,1.0,0.0
SBT003_0625,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,,,1.1863227956712532,1.0,1.0,5.0,,0.0
SBT003_0626,1.0,2.0,0.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,,,1.1436168301638148,1.0,1.0,3.0,,0.0
SBT003_0627,3.0,2.0,0.0,8.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,,,1.2849604738962024,1.0,3.0,,,0.0
SBT003_0628,3.0,2.0,0.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,,,1.1707335787233026,1.0,2.0,,,0.0
SBT003_0629,2.0,3.0,0.0,5.0,2.0,3.0,3.0,4.0,3.0,2.0,0.0,0.0,,,0.7569137378134907,1.0,2.0,,,0.0
SBT003_0630,4.0,3.0,1.0,6.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,0.0,,,0.7998669895356463,3.0,2.0,5.0,,0.0
SBT003_0631,3.0,2.0,0.0,6.0,3.0,5.0,4.0,2.0,3.0,3.0,0.0,0.0,,,1.2212107405609456,1.0,3.0,,,0.0
SBT003_0632,2.0,2.0,0.0,8.0,5.0,4.0,3.0,2.0,4.0,3.0,0.0,0.0,,,1.1287655428930352,1.0,3.0,,,0.0
SBT003_0633,1.0,3.0,0.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,0.0,1.0,5.0,1.0,0.4592005500768336,1.0,2.0,,2.0,0.0
SBT003_0634,2.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4972676952197001,1.0,2.0,5.0,1.0,0.0
SBT003_0635,3.0,2.0,0.0,8.0,5.0,5.0,3.0,3.0,2.0,3.0,0.0,0.0,,,1.180891028812694,2.0,1.0,,,0.0
SBT003_0636,4.0,1.0,1.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,0.0,,,1.2904707007807503,1.0,1.0,4.0,,0.0
SBT003_0637,3.0,2.0,0.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,,,1.3304360064275378,4.0,2.0,5.0,,0.0
SBT003_0638,3.0,3.0,0.0,9.0,4.0,3.0,4.0,3.0,4.0,4.0,0.0,1.0,4.0,0.0,0.4898406303422949,2.0,2.0,,1.0,1.0
SBT003_0639,4.0,3.0,1.0,5.0,3.0,1.0,3.0,2.0,3.0,4.0,0.0,0.0,,,0.8455866815577607,1.0,3.0,,,0.0
SBT003_0640,2.0,3.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,,0.8404637036542871,1.0,3.0,,,0.0
SBT003_0641,3.0,2.0,0.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,0.0,0.0,,,1.1501916159042125,1.0,2.0,,,0.0
SBT003_0642,4.0,3.0,0.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,,,0.8266572193434442,1.0,1.0,,,0.0
SBT003_0643,3.0,2.0,0.0,6.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.6792842923670903,1.0,1.0,5.0,1.0,0.0
SBT003_0644,3.0,2.0,0.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,0.64305896481291,1.0,1.0,,1.0,1.0
SBT003_0645,3.0,1.0,0.0,7.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,0.0,,,1.2641225303139303,1.0,1.0,3.0,,0.0
SBT003_0646,4.0,2.0,0.0,9.0,4.0,3.0,4.0,3.0,4.0,3.0,0.0,1.0,5.0,1.0,0.6331297782215317,1.0,2.0,,1.0,0.0
SBT003_0647,3.0,2.0,0.0,8.0,5.0,3.0,5.0,4.0,4.0,4.0,0.0,0.0,,,1.101132222563538,1.0,2.0,,,0.0
SBT003_0648,3.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,,,1.4035985192103444,1.0,1.0,,,0.0
SBT003_0649,1.0,2.0,0.0,10.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,,,1.1900575377599587,1.0,3.0,,,0.0
SBT003_0650,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6897327573205415,1.0,3.0,5.0,2.0,0.0
SBT003_0651,2.0,1.0,0.0,6.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,,,1.2651831381142205,1.0,2.0,4.0,,0.0
SBT003_0652,3.0,3.0,1.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,0.0,,,0.9117826153330164,2.0,3.0,4.0,,0.0
SBT003_0653,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.8578534341331931,1.0,1.0,,,0.0
SBT003_0654,4.0,2.0,0.0,10.0,4.0,5.0,5.0,4.0,2.0,5.0,0.0,0.0,,,1.2686267179650863,1.0,2.0,,,0.0
SBT003_0655,3.0,2.0,0.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,,,1.3625161904213894,1.0,2.0,,,0.0
SBT003_0656,4.0,2.0,1.0,8.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,,,1.225972800602959,1.0,1.0,,,0.0
SBT003_0657,4.0,2.0,0.0,7.0,3.0,2.0,4.0,3.0,4.0,2.0,0.0,0.0,,,1.2951794526966085,1.0,3.0,,,0.0
SBT003_0658,2.0,2.0,0.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,0.696392107150497,1.0,3.0,,1.0,0.0
SBT003_0659,1.0,2.0,0.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,0.0,,,1.1219520835041543,2.0,2.0,2.0,,0.0
SBT003_0660,3.0,2.0,0.0,10.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,0.0,,,1.1408628534310192,1.0,2.0,1.0,,1.0
SBT003_0661,2.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,,,0.7422844905410402,1.0,1.0,,,0.0
SBT003_0662,4.0,2.0,0.0,6.0,4.0,3.0,4.0,5.0,4.0,4.0,0.0,1.0,4.0,1.0,0.6562545356865149,1.0,1.0,,1.0,0.0
SBT003_0663,3.0,2.0,0.0,7.0,3.0,4.0,5.0,3.0,2.0,2.0,0.0,0.0,,,1.2831554911513467,1.0,1.0,,,0.0
SBT003_0664,3.0,2.0,0.0,8.0,3.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,,,1.269590148405544,1.0,2.0,,,0.0
SBT003_0665,2.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,0.0,0.0,,,1.181018632802108,1.0,2.0,,,0.0
SBT003_0666,3.0,2.0,0.0,8.0,3.0,2.0,2.0,5.0,4.0,2.0,0.0,0.0,,,1.2673449456466372,1.0,3.0,,,0.0
SBT003_0667,1.0,1.0,0.0,9.0,4.0,3.0,4.0,4.0,3.0,3.0,0.0,0.0,,,1.2712816827236946,4.0,1.0,,,0.0
SBT003_0668,3.0,2.0,0.0,8.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,,,1.1874505769174657,1.0,1.0,4.0,,0.0
SBT003_0669,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6965429685350782,1.0,2.0,5.0,1.0,0.0
SBT003_0670,2.0,2.0,0.0,7.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,,,1.1497781258988615,1.0,2.0,,,0.0
SBT003_0671,4.0,3.0,1.0,6.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,0.4609811569456039,1.0,3.0,4.0,2.0,0.0
SBT003_0672,3.0,1.0,1.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,0.0,0.0,,,1.2362428538622394,1.0,2.0,,,0.0
SBT003_0673,2.0,2.0,0.0,9.0,4.0,4.0,5.0,4.0,5.0,4.0,0.0,0.0,,,1.2098589353392,1.0,1.0,,,0.0
SBT003_0674,4.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,0.0,,,0.9075347524620676,1.0,1.0,4.0,,0.0
SBT003_0675,4.0,1.0,0.0,6.0,2.0,4.0,2.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,0.7197388974442639,1.0,3.0,4.0,2.0,0.0
SBT003_0676,4.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.6436674130968111,1.0,1.0,,1.0,0.0
SBT003_0677,3.0,2.0,0.0,6.0,4.0,5.0,4.0,2.0,4.0,4.0,0.0,0.0,,,1.2602455391645848,1.0,1.0,,,0.0
SBT003_0678,3.0,3.0,0.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,,,0.8483568633064624,1.0,3.0,,,0.0
SBT003_0679,2.0,2.0,0.0,7.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,0.0,,,1.149072625155764,1.0,3.0,2.0,,0.0
SBT003_0680,4.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,,,1.2520089620042472,1.0,1.0,5.0,,1.0
SBT003_0681,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.175290718612013,1.0,2.0,,,0.0
SBT003_0682,3.0,2.0,0.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,,,1.2876152581830782,1.0,2.0,,,0.0
SBT003_0683,1.0,2.0,0.0,7.0,4.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,0.6353926703221067,1.0,3.0,3.0,1.0,0.0
SBT003_0684,1.0,2.0,1.0,8.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,,,1.2055540172628147,3.0,2.0,,,0.0
SBT003_0685,4.0,1.0,0.0,6.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0,,,1.235134110000027,1.0,2.0,4.0,,0.0
SBT003_0686,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5834783661970523,1.0,2.0,5.0,1.0,0.0
SBT003_0687,1.0,2.0,0.0,7.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.6489623932359473,1.0,1.0,,1.0,1.0
SBT003_0688,1.0,3.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,,,0.8489369986760235,1.0,1.0,5.0,,0.0
SBT003_0689,3.0,3.0,1.0,6.0,4.0,5.0,4.0,2.0,3.0,4.0,0.0,0.0,,,0.921423113648857,1.0,2.0,,,0.0
SBT003_0690,2.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,,,1.143913242439564,1.0,2.0,,,0.0
SBT003_0691,2.0,1.0,0.0,10.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,,,1.2459351249753032,1.0,1.0,,,0.0
SBT003_0692,3.0,2.0,0.0,6.0,2.0,2.0,3.0,4.0,2.0,3.0,0.0,0.0,,,1.2533423117810587,1.0,1.0,,,0.0
SBT003_0693,2.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.4298677782440698,1.0,3.0,,2.0,0.0
SBT003_0694,3.0,1.0,0.0,9.0,5.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,,,1.2051775675476522,1.0,3.0,,,0.0
SBT003_0695,2.0,2.0,0.0,6.0,4.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,,,1.2289336253656815,4.0,2.0,,,0.0
SBT003_0696,3.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,0.0,0.0,,,0.8487813014497876,3.0,2.0,,,0.0
SBT003_0697,3.0,3.0,0.0,10.0,5.0,3.0,5.0,5.0,3.0,5.0,0.0,1.0,5.0,1.0,0.4330446869301861,1.0,1.0,,2.0,0.0
SBT003_0698,3.0,2.0,0.0,8.0,3.0,3.0,4.0,4.0,3.0,4.0,0.0,0.0,,,1.2271199308935494,1.0,2.0,,,0.0
SBT003_0699,4.0,3.0,0.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,0.0,0.0,,,0.8436022973959506,4.0,2.0,,,0.0
SBT003_0700,4.0,2.0,1.0,7.0,5.0,4.0,5.0,3.0,4.0,4.0,0.0,0.0,,,1.2223080396542327,1.0,1.0,,,0.0
SBT003_0701,1.0,2.0,0.0,7.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,0.0,,,1.2545842793668935,1.0,2.0,2.0,,0.0
SBT003_0702,4.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,0.0,1.0,2.0,0.0,0.7044835033320064,4.0,3.0,,1.0,0.0
SBT003_0703,3.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,0.4588611824513666,1.0,2.0,4.0,3.0,0.0
SBT003_0704,2.0,1.0,0.0,6.0,3.0,3.0,4.0,3.0,2.0,3.0,0.0,0.0,,,1.3526326783297205,1.0,2.0,,,0.0
SBT003_0705,3.0,3.0,0.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,0.0,0.0,,,0.8100305823366025,1.0,3.0,,,0.0
SBT003_0706,3.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,0.0,0.0,,,1.1876960709739854,2.0,1.0,,,0.0
SBT003_0707,4.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.6291780374682265,1.0,3.0,5.0,3.0,0.0
SBT003_0708,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,1.277530184250958,1.0,2.0,5.0,,0.0
SBT003_0709,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,,,1.2045519547111752,1.0,2.0,4.0,,0.0
SBT003_0710,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.6878940899057847,1.0,2.0,5.0,2.0,1.0
SBT003_0711,1.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.6538270026891303,1.0,3.0,,1.0,0.0
SBT003_0712,4.0,2.0,1.0,8.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,4.0,1.0,0.7122278299213655,2.0,2.0,,2.0,0.0
SBT003_0713,4.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,,,1.2529596250104815,1.0,3.0,,,0.0
SBT003_0714,2.0,3.0,0.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,,,0.8290893618013113,1.0,2.0,,,0.0
SBT003_0715,4.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,1.0,0.0,,,1.331659026717806,3.0,2.0,2.0,,0.0
SBT003_0716,1.0,2.0,0.0,9.0,4.0,4.0,4.0,5.0,5.0,5.0,0.0,0.0,,,1.0951191880841158,1.0,2.0,,,0.0
SBT003_0717,2.0,2.0,0.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.7148549434019791,1.0,3.0,,1.0,0.0
SBT003_0718,1.0,2.0,0.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,,,1.1412208277361289,1.0,3.0,,,0.0
SBT003_0719,1.0,3.0,0.0,8.0,4.0,3.0,5.0,5.0,3.0,4.0,0.0,0.0,,,0.7908144964964762,1.0,3.0,,,0.0
SBT003_0720,1.0,2.0,0.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,0.0,0.6647970069539635,1.0,3.0,3.0,3.0,0.0
SBT003_0721,1.0,2.0,0.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,4.0,1.0,0.6388724512855194,1.0,2.0,,2.0,0.0
SBT003_0722,3.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,,,1.1829037485869958,1.0,1.0,5.0,,0.0
SBT003_0723,4.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.4703263109677881,2.0,2.0,5.0,1.0,0.0
SBT003_0724,1.0,2.0,0.0,9.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,1.0,4.0,0.0,0.7149066734722012,2.0,2.0,,2.0,0.0
SBT003_0725,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,1.323727767623788,1.0,3.0,5.0,,0.0
SBT003_0726,4.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,,,1.1628784185334329,3.0,2.0,4.0,,0.0
SBT003_0727,4.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,,,1.2735696393807552,1.0,1.0,,,0.0
SBT003_0728,1.0,2.0,0.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,,,1.2365573432153916,2.0,2.0,,,0.0
SBT003_0729,1.0,2.0,1.0,7.0,3.0,5.0,3.0,2.0,3.0,4.0,0.0,0.0,,,1.3195402362367337,1.0,2.0,,,0.0
SBT003_0730,3.0,1.0,0.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,,,1.265787807736025,1.0,2.0,4.0,,0.0
SBT003_0731,2.0,2.0,0.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,0.0,0.0,,,1.3267146693994376,1.0,3.0,,,0.0
