respondent_id,age_band,household_children,budget_band,meal_planning_role,weekday_time_pressure_5,current_planning_method,digital_confidence_5,plan_ahead_days_7,subscription_spend_band,household_size_band,design_stratum,wt_design,assigned_price_arm,assigned_price_gbp,postprice_responded,intent_5,value_5,fit_5,affordability_5,ease_5,trust_5,differentiation_5,certainty_5,primary_use_goal,anticipated_use_days_7,reason_not_commit,time_pressed_family
SBT006_0729,1,0,3,1,4,1,4,97,3,2,6,0.99756654222276,3,10,1,5.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,,0
SBT006_0730,2,1,2,1,5,2,4,3,0,3,2,0.816190807273167,1,4,1,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,,1
SBT006_0731,2,1,2,1,2,4,2,3,1,3,2,0.816190807273167,1,4,1,1.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,,3.0,0
SBT006_0732,1,0,2,1,4,4,4,1,3,2,5,1.24695817777845,3,10,1,4.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,,0
SBT006_0733,4,1,2,1,5,3,2,1,0,4,2,0.816190807273167,3,10,1,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,,1
SBT006_0734,4,0,3,1,3,2,4,3,2,2,6,0.99756654222276,1,4,1,5.0,4.0,2.0,5.0,5.0,4.0,3.0,5.0,1.0,4.0,,0
SBT006_0735,2,1,1,1,5,3,3,4,1,4,1,0.725502939798371,1,4,1,4.0,3.0,4.0,5.0,3.0,5.0,99.0,5.0,1.0,3.0,,1
SBT006_0736,2,0,1,1,4,1,97,1,0,2,4,1.49634981333414,1,4,1,3.0,5.0,2.0,5.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,0
SBT006_0737,3,1,2,1,97,3,5,3,1,3,2,0.816190807273167,2,7,1,4.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,98.0,5.0,,97
SBT006_0738,2,1,2,1,97,1,3,2,1,4,2,0.816190807273167,3,10,1,2.0,4.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,,2.0,97
SBT006_0739,2,1,1,1,5,2,3,2,2,4,1,0.725502939798371,3,10,1,3.0,4.0,3.0,2.0,98.0,3.0,3.0,4.0,2.0,4.0,3.0,1
SBT006_0740,2,0,3,2,2,4,4,6,2,1,6,0.99756654222276,1,4,1,5.0,5.0,97.0,5.0,5.0,97.0,4.0,5.0,2.0,4.0,,0
SBT006_0741,2,1,2,1,4,2,4,97,2,4,2,0.816190807273167,3,10,1,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,,1.0,1
SBT006_0742,2,1,2,1,5,2,97,4,1,4,2,0.816190807273167,4,13,1,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,,98.0,1
SBT006_0743,1,0,2,2,5,1,5,1,1,2,5,1.24695817777845,3,10,1,3.0,3.0,2.0,2.0,5.0,97.0,4.0,3.0,1.0,4.0,4.0,0
SBT006_0744,1,1,1,2,5,3,5,4,0,3,1,0.725502939798371,2,7,1,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,1.0,7.0,,1
SBT006_0745,1,0,1,1,4,2,4,6,2,1,4,1.49634981333414,4,13,1,1.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,2.0,,3.0,0
SBT006_0746,1,1,1,2,5,1,4,3,2,4,1,0.725502939798371,3,10,1,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,6.0,1.0,1
SBT006_0747,2,1,3,2,4,2,5,1,1,4,3,0.74817490666707,3,10,1,5.0,97.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,,1
SBT006_0748,3,1,1,2,5,5,4,2,0,3,1,0.725502939798371,1,4,1,1.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,,1.0,1
SBT006_0749,3,1,2,2,5,4,5,3,1,4,2,0.816190807273167,3,10,1,97.0,5.0,5.0,4.0,5.0,5.0,5.0,,2.0,,,1
SBT006_0750,2,0,1,1,2,1,4,3,0,2,4,1.49634981333414,3,10,1,1.0,4.0,4.0,1.0,4.0,2.0,2.0,5.0,2.0,,1.0,0
SBT006_0751,2,0,3,2,2,2,4,5,2,2,6,0.99756654222276,2,7,1,5.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,6.0,,0
SBT006_0752,1,0,1,1,5,5,4,4,1,1,4,1.49634981333414,3,10,1,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,,5.0,0
SBT006_0753,2,1,2,2,5,5,1,1,2,4,2,0.816190807273167,3,10,1,4.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,1.0,3.0,,1
SBT006_0754,1,0,1,1,4,3,4,3,3,2,4,1.49634981333414,3,10,1,98.0,3.0,3.0,97.0,5.0,3.0,4.0,,2.0,,,0
SBT006_0755,1,0,3,2,1,1,4,5,1,2,6,0.99756654222276,4,13,0,,,,,,,,,,,,0
SBT006_0756,3,1,2,1,2,1,2,2,1,4,2,0.816190807273167,2,7,1,4.0,2.0,1.0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,,0
SBT006_0757,1,1,2,2,4,1,2,4,3,3,2,0.816190807273167,4,13,1,1.0,2.0,4.0,1.0,2.0,2.0,5.0,5.0,3.0,,5.0,1
SBT006_0758,1,1,2,1,5,5,5,2,0,3,2,0.816190807273167,3,10,1,2.0,97.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,,1.0,1
SBT006_0759,1,0,2,1,3,1,5,4,2,2,5,1.24695817777845,2,7,1,5.0,5.0,1.0,4.0,5.0,5.0,2.0,4.0,2.0,1.0,,0
SBT006_0760,1,0,3,1,5,2,5,3,2,2,6,0.99756654222276,3,10,1,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,,0
SBT006_0761,3,1,3,2,5,4,2,3,3,4,3,0.74817490666707,3,10,1,5.0,5.0,5.0,97.0,4.0,5.0,4.0,5.0,1.0,5.0,,1
SBT006_0762,2,1,1,2,5,1,5,2,1,4,1,0.725502939798371,1,4,1,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,,1
SBT006_0763,1,1,1,1,5,1,3,2,2,3,1,0.725502939798371,4,13,1,98.0,3.0,5.0,2.0,2.0,4.0,3.0,,2.0,,,1
SBT006_0764,2,0,2,1,2,5,5,4,2,2,5,1.24695817777845,2,7,1,2.0,5.0,2.0,5.0,3.0,1.0,2.0,3.0,4.0,,4.0,0
SBT006_0765,2,1,3,2,5,2,3,6,3,4,3,0.74817490666707,2,7,1,4.0,5.0,4.0,4.0,99.0,3.0,1.0,5.0,1.0,4.0,,1
SBT006_0766,1,1,1,1,5,3,5,2,2,3,1,0.725502939798371,1,4,1,5.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,,1
SBT006_0767,3,0,3,1,3,4,4,4,3,2,6,0.99756654222276,4,13,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,,0
SBT006_0768,1,1,1,1,5,2,4,2,2,4,1,0.725502939798371,1,4,1,4.0,5.0,97.0,5.0,5.0,5.0,4.0,3.0,99.0,3.0,,1
SBT006_0769,3,1,2,1,5,3,3,4,2,4,2,0.816190807273167,2,7,1,5.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,,1
SBT006_0770,2,0,1,1,5,2,4,2,2,1,4,1.49634981333414,1,4,1,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,,0
SBT006_0771,2,0,2,2,1,5,5,6,3,2,5,1.24695817777845,2,7,1,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,,0
SBT006_0772,2,0,2,1,1,1,1,3,3,1,5,1.24695817777845,2,7,1,3.0,3.0,3.0,5.0,2.0,2.0,4.0,5.0,0.0,7.0,5.0,0
SBT006_0773,2,1,1,1,5,5,3,4,1,3,1,0.725502939798371,1,4,1,1.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,,2.0,1
SBT006_0774,2,1,3,2,5,3,4,3,2,4,3,0.74817490666707,2,7,1,1.0,4.0,4.0,2.0,3.0,99.0,1.0,5.0,1.0,,97.0,1
SBT006_0775,3,0,2,2,5,2,3,4,1,2,5,1.24695817777845,2,7,1,97.0,4.0,4.0,5.0,4.0,5.0,4.0,,1.0,,,0
SBT006_0776,1,0,2,1,1,1,4,2,0,2,5,1.24695817777845,2,7,1,4.0,4.0,3.0,4.0,4.0,4.0,1.0,5.0,0.0,98.0,,0
SBT006_0777,2,1,1,1,5,2,4,2,2,3,1,0.725502939798371,4,13,1,1.0,2.0,5.0,1.0,4.0,3.0,3.0,5.0,2.0,,2.0,1
SBT006_0778,1,1,1,1,5,4,4,6,2,3,1,0.725502939798371,2,7,1,4.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,1.0,5.0,,1
SBT006_0779,1,0,1,2,4,2,3,3,1,2,4,1.49634981333414,4,13,1,97.0,3.0,2.0,2.0,3.0,3.0,1.0,,2.0,,,0
SBT006_0780,3,1,3,2,2,4,4,2,3,3,3,0.74817490666707,3,10,1,2.0,4.0,5.0,4.0,4.0,1.0,5.0,5.0,3.0,,5.0,0
SBT006_0781,3,0,3,2,4,2,3,4,2,2,6,0.99756654222276,3,10,1,5.0,4.0,3.0,4.0,4.0,5.0,97.0,5.0,2.0,4.0,,0
SBT006_0782,2,1,1,1,1,2,4,6,97,4,1,0.725502939798371,3,10,1,3.0,3.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,97.0,0
SBT006_0783,3,0,2,2,4,5,3,5,2,2,5,1.24695817777845,2,7,1,1.0,3.0,2.0,4.0,1.0,3.0,4.0,5.0,4.0,,5.0,0
SBT006_0784,2,0,2,1,5,2,2,4,2,2,5,1.24695817777845,1,4,1,5.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,1.0,6.0,,0
SBT006_0785,4,0,3,1,1,2,3,6,2,2,6,0.99756654222276,1,4,1,97.0,5.0,3.0,5.0,3.0,4.0,2.0,,1.0,,,0
SBT006_0786,4,1,1,2,5,2,3,3,98,4,1,0.725502939798371,1,4,1,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,1.0,5.0,,1
SBT006_0787,1,0,1,1,3,3,5,5,1,2,4,1.49634981333414,2,7,1,3.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,3.0,3.0,0
SBT006_0788,1,0,2,1,2,3,4,3,1,2,5,1.24695817777845,4,13,1,1.0,2.0,3.0,2.0,3.0,5.0,3.0,5.0,1.0,,1.0,0
SBT006_0789,1,1,2,1,4,1,1,3,1,3,2,0.816190807273167,2,7,1,5.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,,1
SBT006_0790,2,1,2,1,5,2,5,2,1,3,2,0.816190807273167,3,10,1,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,1
SBT006_0791,2,0,3,1,3,1,5,3,1,2,6,0.99756654222276,4,13,1,1.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,,1.0,0
SBT006_0792,1,1,1,1,5,4,4,4,3,4,1,0.725502939798371,4,13,1,97.0,3.0,3.0,2.0,3.0,5.0,4.0,,0.0,,,1
SBT006_0793,3,0,2,2,3,2,3,5,1,2,5,1.24695817777845,1,4,1,2.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,,2.0,0
SBT006_0794,2,0,3,1,3,2,3,5,1,1,6,0.99756654222276,3,10,1,1.0,97.0,5.0,2.0,4.0,3.0,2.0,5.0,4.0,,1.0,0
SBT006_0795,4,0,1,1,5,1,3,3,3,1,4,1.49634981333414,2,7,1,5.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,6.0,,0
SBT006_0796,1,0,3,1,4,4,5,4,2,1,6,0.99756654222276,2,7,1,4.0,97.0,5.0,4.0,5.0,5.0,3.0,4.0,2.0,3.0,,0
SBT006_0797,2,0,3,2,3,1,5,4,2,2,6,0.99756654222276,3,10,1,4.0,2.0,3.0,5.0,97.0,3.0,4.0,5.0,3.0,4.0,,0
SBT006_0798,4,0,3,1,3,5,4,6,1,2,6,0.99756654222276,4,13,1,2.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,,99.0,0
SBT006_0799,3,1,1,2,5,2,2,4,3,4,1,0.725502939798371,2,7,1,97.0,5.0,4.0,4.0,3.0,3.0,3.0,,1.0,,,1
SBT006_0800,1,0,2,1,3,1,5,3,2,1,5,1.24695817777845,1,4,1,5.0,5.0,97.0,4.0,5.0,5.0,98.0,5.0,99.0,6.0,,0
SBT006_0801,2,0,2,2,5,2,98,4,97,2,5,1.24695817777845,3,10,1,1.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,,4.0,0
SBT006_0802,2,1,3,1,97,4,5,6,1,4,3,0.74817490666707,2,7,1,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,,97
SBT006_0803,1,0,1,1,2,1,4,5,2,2,4,1.49634981333414,3,10,1,97.0,5.0,3.0,2.0,4.0,3.0,3.0,,2.0,,,0
SBT006_0804,2,1,2,1,5,1,1,2,2,3,2,0.816190807273167,3,10,1,4.0,4.0,5.0,4.0,2.0,2.0,97.0,5.0,3.0,5.0,,1
SBT006_0805,1,0,1,2,4,2,4,1,3,2,4,1.49634981333414,4,13,1,99.0,3.0,3.0,3.0,4.0,97.0,4.0,,2.0,,,0
SBT006_0806,1,0,2,1,2,3,1,6,1,1,5,1.24695817777845,3,10,0,,,,,,,,,,,,0
SBT006_0807,1,1,2,1,4,2,4,4,1,3,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,1.0,5.0,,1
SBT006_0808,2,1,1,2,5,1,3,4,3,3,1,0.725502939798371,4,13,1,2.0,4.0,4.0,3.0,2.0,5.0,1.0,4.0,0.0,,1.0,1
SBT006_0809,2,0,2,2,5,5,5,3,0,2,5,1.24695817777845,1,4,1,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,0.0,5.0,,0
SBT006_0810,3,0,3,1,4,4,5,6,2,2,6,0.99756654222276,4,13,1,5.0,4.0,5.0,2.0,5.0,3.0,3.0,5.0,4.0,4.0,,0
SBT006_0811,2,1,2,2,5,3,5,4,1,4,2,0.816190807273167,2,7,1,97.0,5.0,4.0,1.0,5.0,5.0,5.0,,1.0,,,1
SBT006_0812,1,1,1,1,5,4,3,4,2,3,1,0.725502939798371,3,10,1,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,99.0,2.0,,1
SBT006_0813,1,0,1,1,5,4,5,3,97,1,4,1.49634981333414,2,7,1,3.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,1.0,0
SBT006_0814,2,1,2,1,1,5,4,3,2,4,2,0.816190807273167,2,7,1,2.0,3.0,3.0,4.0,4.0,4.0,98.0,3.0,3.0,,3.0,0
SBT006_0815,3,0,3,1,4,2,5,1,2,2,6,0.99756654222276,1,4,1,5.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,6.0,,0
SBT006_0816,2,1,2,1,5,1,4,3,1,4,2,0.816190807273167,2,7,1,2.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,,4.0,1
SBT006_0817,2,1,2,2,4,1,3,2,2,4,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,1.0,6.0,,1
SBT006_0818,2,1,1,2,97,2,3,4,3,4,1,0.725502939798371,3,10,1,3.0,5.0,5.0,1.0,4.0,4.0,5.0,2.0,3.0,5.0,1.0,97
SBT006_0819,1,1,2,2,4,1,4,5,1,3,2,0.816190807273167,4,13,0,,,,,,,,,,,,1
SBT006_0820,2,1,1,1,5,2,4,3,0,4,1,0.725502939798371,2,7,1,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,1.0,4.0,,1
SBT006_0821,2,1,2,1,2,2,5,5,1,4,2,0.816190807273167,4,13,1,2.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,,2.0,0
SBT006_0822,2,1,1,1,5,3,4,5,2,4,1,0.725502939798371,3,10,1,4.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,1.0,5.0,,1
SBT006_0823,4,0,1,2,2,3,2,4,1,2,4,1.49634981333414,4,13,1,1.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,2.0,,2.0,0
SBT006_0824,2,0,3,1,3,4,5,4,1,2,6,0.99756654222276,2,7,1,3.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,0
SBT006_0825,2,1,2,1,97,5,4,2,0,4,2,0.816190807273167,3,10,1,2.0,2.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,,4.0,97
SBT006_0826,3,0,1,1,5,2,3,3,2,2,4,1.49634981333414,3,10,1,4.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,2.0,4.0,,0
SBT006_0827,1,0,1,2,3,1,4,5,2,1,4,1.49634981333414,2,7,1,1.0,1.0,3.0,3.0,3.0,4.0,3.0,5.0,1.0,,2.0,0
SBT006_0828,1,1,3,2,5,1,4,4,3,4,3,0.74817490666707,2,7,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,6.0,,1
SBT006_0829,2,1,2,1,5,4,2,1,3,3,2,0.816190807273167,1,4,1,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,0.0,6.0,,1
SBT006_0830,2,0,3,2,4,3,4,3,2,1,6,0.99756654222276,4,13,1,1.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,2.0,,2.0,0
SBT006_0831,2,0,2,1,2,5,4,3,0,2,5,1.24695817777845,1,4,1,1.0,2.0,1.0,5.0,4.0,3.0,2.0,5.0,4.0,,3.0,0
SBT006_0832,2,1,2,1,5,3,2,1,2,4,2,0.816190807273167,3,10,1,4.0,4.0,5.0,4.0,4.0,1.0,5.0,4.0,3.0,3.0,,1
SBT006_0833,1,1,3,2,1,3,3,3,2,4,3,0.74817490666707,1,4,1,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,,0
SBT006_0834,2,1,1,1,5,5,4,4,1,3,1,0.725502939798371,2,7,1,4.0,2.0,97.0,5.0,3.0,4.0,2.0,5.0,1.0,98.0,,1
SBT006_0835,3,0,1,1,3,2,4,5,2,2,4,1.49634981333414,1,4,1,4.0,4.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,,0
SBT006_0836,1,1,3,2,1,5,3,1,1,4,3,0.74817490666707,3,10,0,,,,,,,,,,,,0
SBT006_0837,4,0,1,2,4,3,5,3,2,2,4,1.49634981333414,1,4,1,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,,0
SBT006_0838,2,1,1,2,5,1,3,3,3,4,1,0.725502939798371,3,10,1,3.0,5.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,1
SBT006_0839,1,1,2,1,5,2,4,4,3,4,2,0.816190807273167,3,10,1,2.0,4.0,5.0,1.0,3.0,3.0,4.0,5.0,3.0,,99.0,1
SBT006_0840,2,0,2,1,2,2,3,3,2,1,5,1.24695817777845,4,13,1,1.0,97.0,1.0,1.0,3.0,3.0,1.0,5.0,4.0,,4.0,0
SBT006_0841,1,0,1,1,3,1,3,4,1,1,4,1.49634981333414,1,4,1,2.0,3.0,2.0,5.0,3.0,2.0,4.0,5.0,3.0,,1.0,0
SBT006_0842,2,1,3,1,5,1,5,1,2,3,3,0.74817490666707,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,6.0,,1
SBT006_0843,1,1,2,1,5,2,4,3,0,4,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,97.0,5.0,5.0,4.0,2.0,6.0,,1
SBT006_0844,2,1,3,1,4,4,5,4,2,3,3,0.74817490666707,2,7,1,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,,1.0,1
SBT006_0845,1,0,2,1,5,2,3,5,1,1,5,1.24695817777845,3,10,1,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,,0
SBT006_0846,4,0,2,1,4,3,4,3,1,1,5,1.24695817777845,3,10,1,2.0,4.0,3.0,3.0,5.0,3.0,1.0,5.0,1.0,,5.0,0
SBT006_0847,2,1,2,2,3,2,4,2,0,4,2,0.816190807273167,1,4,1,5.0,5.0,1.0,5.0,5.0,3.0,5.0,99.0,2.0,3.0,,0
SBT006_0848,1,0,2,2,2,2,4,6,2,1,5,1.24695817777845,4,13,1,2.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,,1.0,0
SBT006_0849,2,1,2,1,2,2,5,5,2,4,2,0.816190807273167,4,13,1,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,,5.0,0
SBT006_0850,1,1,2,1,2,2,4,6,1,4,2,0.816190807273167,1,4,1,5.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,1.0,4.0,,0
SBT006_0851,1,0,1,1,5,2,5,1,3,2,4,1.49634981333414,3,10,1,1.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,2.0,,4.0,0
SBT006_0852,1,1,2,2,3,2,5,2,0,3,2,0.816190807273167,1,4,1,5.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,2.0,99.0,,0
SBT006_0853,4,1,1,2,5,2,2,4,1,3,1,0.725502939798371,4,13,1,1.0,4.0,97.0,2.0,4.0,3.0,4.0,5.0,2.0,,5.0,1
SBT006_0854,3,0,1,1,2,1,3,4,1,2,4,1.49634981333414,3,10,1,2.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,,97.0,0
SBT006_0855,2,1,2,1,3,1,2,2,2,3,2,0.816190807273167,3,10,0,,,,,,,,,,,,0
SBT006_0856,1,1,2,1,5,2,3,5,1,4,2,0.816190807273167,2,7,1,2.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,0.0,,6.0,1
SBT006_0857,2,1,2,1,5,1,2,2,2,4,2,0.816190807273167,1,4,1,4.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,1.0,5.0,,1
SBT006_0858,3,1,2,1,5,2,5,2,2,4,2,0.816190807273167,4,13,1,3.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,3.0,1.0,1
SBT006_0859,1,1,2,2,5,4,2,3,2,4,2,0.816190807273167,4,13,1,1.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,1.0,,1.0,1
SBT006_0860,2,1,1,2,4,5,2,4,97,3,1,0.725502939798371,2,7,1,1.0,3.0,3.0,2.0,2.0,3.0,97.0,4.0,1.0,,1.0,1
SBT006_0861,1,1,1,1,3,1,3,6,1,3,1,0.725502939798371,3,10,1,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,,1.0,0
SBT006_0862,2,1,3,1,4,1,3,3,2,3,3,0.74817490666707,1,4,1,4.0,4.0,4.0,97.0,2.0,3.0,1.0,4.0,3.0,4.0,,1
SBT006_0863,1,1,1,1,3,1,5,3,2,3,1,0.725502939798371,1,4,1,4.0,4.0,2.0,5.0,4.0,5.0,3.0,5.0,0.0,3.0,,0
SBT006_0864,1,1,1,1,5,3,97,4,1,4,1,0.725502939798371,3,10,1,3.0,4.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,2.0,3.0,1
SBT006_0865,2,1,2,1,5,5,4,4,2,4,2,0.816190807273167,2,7,1,5.0,5.0,4.0,4.0,4.0,2.0,3.0,5.0,1.0,6.0,,1
SBT006_0866,3,1,1,2,4,3,5,5,2,4,1,0.725502939798371,3,10,1,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,,1
SBT006_0867,1,0,2,2,5,3,4,3,2,2,5,1.24695817777845,4,13,1,1.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,0.0,,3.0,0
SBT006_0868,1,1,1,1,5,3,3,1,1,4,1,0.725502939798371,4,13,1,1.0,1.0,5.0,2.0,4.0,3.0,5.0,5.0,1.0,,1.0,1
SBT006_0869,2,1,2,1,5,3,4,4,1,4,2,0.816190807273167,2,7,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,6.0,,1
SBT006_0870,1,1,3,2,5,4,5,5,3,3,3,0.74817490666707,2,7,1,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,0.0,5.0,,1
SBT006_0871,2,1,1,2,5,5,4,4,2,3,1,0.725502939798371,3,10,1,1.0,4.0,3.0,2.0,3.0,3.0,97.0,4.0,1.0,,1.0,1
SBT006_0872,2,0,3,1,3,4,5,4,3,2,6,0.99756654222276,4,13,1,1.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,,1.0,0
SBT006_0873,1,1,2,1,5,3,4,2,2,4,2,0.816190807273167,3,10,1,2.0,4.0,3.0,2.0,4.0,3.0,1.0,5.0,0.0,,2.0,1
SBT006_0874,1,0,3,1,2,1,4,5,3,2,6,0.99756654222276,1,4,1,3.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,0
SBT006_0875,2,1,1,1,5,3,5,1,1,4,1,0.725502939798371,1,4,1,5.0,5.0,5.0,97.0,4.0,4.0,5.0,5.0,0.0,5.0,,1
SBT006_0876,4,0,1,1,3,4,5,5,2,1,4,1.49634981333414,2,7,1,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,0
SBT006_0877,2,1,3,2,3,2,4,3,1,4,3,0.74817490666707,2,7,1,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,,0
SBT006_0878,2,1,1,1,5,1,97,3,1,4,1,0.725502939798371,1,4,1,1.0,1.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,,2.0,1
SBT006_0879,1,1,2,2,2,1,5,97,1,4,2,0.816190807273167,2,7,1,3.0,4.0,1.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,0
SBT006_0880,4,0,3,1,3,2,5,1,2,2,6,0.99756654222276,1,4,1,4.0,5.0,2.0,97.0,4.0,5.0,2.0,3.0,2.0,4.0,,0
SBT006_0881,2,1,1,1,5,5,4,3,2,4,1,0.725502939798371,1,4,1,5.0,5.0,5.0,97.0,4.0,5.0,2.0,5.0,4.0,6.0,,1
SBT006_0882,2,1,2,1,4,1,4,3,0,4,2,0.816190807273167,2,7,1,3.0,4.0,97.0,4.0,4.0,3.0,1.0,3.0,0.0,4.0,2.0,1
SBT006_0883,2,1,2,2,5,1,5,3,1,3,2,0.816190807273167,2,7,1,1.0,4.0,97.0,4.0,3.0,3.0,4.0,5.0,97.0,,1.0,1
SBT006_0884,2,0,1,1,1,4,97,7,1,2,4,1.49634981333414,1,4,1,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,0
SBT006_0885,4,0,3,1,4,2,2,4,1,2,6,0.99756654222276,1,4,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,,0
SBT006_0886,1,1,2,1,2,2,4,6,2,4,2,0.816190807273167,2,7,1,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,,1.0,0
SBT006_0887,2,0,2,1,3,1,3,3,2,1,5,1.24695817777845,1,4,1,5.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,,0
SBT006_0888,2,1,1,1,5,2,2,2,1,4,1,0.725502939798371,4,13,1,3.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,1
